origin,adr
International,38.0
International,8.0
Portugal,26.0
Portugal,64.8
International,44.8
Portugal,66.43
Portugal,124.38
Portugal,55.0
Portugal,108.4
Portugal,115.0
International,40.0
Portugal,70.0
Portugal,43.0
Portugal,40.0
International,36.0
International,35.0
Portugal,30.0
Portugal,30.0
International,30.0
International,30.0
Portugal,42.0
Portugal,57.0
Portugal,39.0
Portugal,40.0
Portugal,63.0
Portugal,75.0
Portugal,35.0
Portugal,110.0
International,39.0
International,134.0
International,172.0
International,147.0
International,157.0
Portugal,169.5
International,45.0
Portugal,61.0
International,134.0
International,48.0
International,35.0
Portugal,40.0
Portugal,70.0
Portugal,65.0
Portugal,34.5
Portugal,60.0
Portugal,57.0
Portugal,58.0
Portugal,38.5
Portugal,48.5
Portugal,48.5
Portugal,80.0
Portugal,142.0
International,169.93
Portugal,175.0
Portugal,192.0
Portugal,203.4
Portugal,87.5
Portugal,107.1
Portugal,130.34
Portugal,81.0
Portugal,97.85
International,134.0
International,80.0
International,75.0
Portugal,48.0
Portugal,35.0
Portugal,65.0
Portugal,89.0
Portugal,35.0
Portugal,45.0
International,43.0
International,60.0
International,44.88
International,53.63
Portugal,40.0
International,30.0
Portugal,30.0
Portugal,30.0
Portugal,79.0
Portugal,45.0
Portugal,80.0
International,47.0
International,40.0
International,38.0
International,35.0
International,30.0
International,42.0
International,65.0
International,54.0
International,30.0
International,35.0
International,35.0
International,48.0
International,42.0
International,44.0
International,48.0
International,30.0
International,39.0
International,29.0
International,30.0
International,67.0
International,66.0
International,48.0
International,29.3
International,305.0
International,44.0
International,48.0
Portugal,48.0
International,222.2
International,154.0
International,57.6
International,115.0
International,60.0
Portugal,37.0
Portugal,25.0
International,68.0
International,38.0
International,41.0
Portugal,33.0
International,39.0
International,43.0
International,35.0
Portugal,130.0
International,40.0
International,39.0
International,56.0
International,39.67
International,48.0
International,45.6
International,61.6
Portugal,75.0
International,72.0
International,38.0
International,98.0
International,48.0
International,42.0
International,65.0
International,45.0
Portugal,75.0
International,38.0
International,90.0
International,40.0
Portugal,35.0
International,71.0
International,87.0
International,156.0
International,47.0
International,79.0
International,118.0
International,48.0
International,50.0
Portugal,120.0
Portugal,45.0
International,82.8
International,42.0
Portugal,110.7
International,42.3
Portugal,140.7
Portugal,8.0
Portugal,43.0
International,53.0
Portugal,40.0
Portugal,214.0
Portugal,21.5
Portugal,26.0
Portugal,25.0
Portugal,29.6
Portugal,30.0
International,241.0
Portugal,185.6
Portugal,125.0
Portugal,189.0
Portugal,110.0
Portugal,154.3
International,127.3
Portugal,35.1
Portugal,38.0
Portugal,233.92
Portugal,107.0
International,130.0
Portugal,170.95
Portugal,225.6
Portugal,113.63
International,140.0
International,55.0
Portugal,140.0
International,159.5
Portugal,130.0
International,174.8
Portugal,71.1
International,43.0
Portugal,192.5
International,68.4
International,48.0
Portugal,45.0
International,35.0
International,102.86
International,96.0
International,91.0
Portugal,51.0
International,40.0
International,38.0
International,75.0
International,95.0
International,126.0
International,35.0
International,74.0
International,40.0
Portugal,79.0
Portugal,35.0
Portugal,335.0
Portugal,60.0
International,49.0
International,14.0
International,35.0
International,39.0
Portugal,70.0
International,37.0
Portugal,42.0
International,45.0
International,27.0
Portugal,26.0
International,45.0
Portugal,30.0
International,42.4
International,45.0
International,35.0
Portugal,45.0
Portugal,30.0
Portugal,30.0
Portugal,30.0
Portugal,39.0
Portugal,42.0
Portugal,58.0
Portugal,58.0
International,34.0
International,39.0
Portugal,140.0
International,4.0
International,40.0
International,48.0
Portugal,40.0
Portugal,40.0
International,76.5
International,48.0
Portugal,85.0
Portugal,85.0
International,35.0
International,35.0
International,39.0
International,30.0
International,42.0
International,35.0
International,30.0
International,30.0
International,53.0
International,45.0
International,65.0
International,30.0
International,35.0
International,35.0
International,60.0
Portugal,40.0
Portugal,38.0
Portugal,39.0
Portugal,40.0
Portugal,50.0
Portugal,39.0
Portugal,35.0
International,55.0
Portugal,38.0
International,25.0
International,40.0
International,84.0
International,82.0
Portugal,38.0
Portugal,40.0
Portugal,40.0
International,46.0
International,40.0
International,63.0
Portugal,57.9
International,38.0
International,43.0
International,161.0
International,53.0
International,53.0
International,40.0
International,56.0
International,55.0
Portugal,38.0
Portugal,35.0
Portugal,65.0
International,58.0
International,61.0
International,55.0
International,45.0
International,82.35
International,48.0
International,56.0
International,75.0
International,42.0
International,36.0
International,35.0
International,35.0
International,56.0
Portugal,45.0
Portugal,37.6
Portugal,47.0
Portugal,34.4
Portugal,26.0
Portugal,35.0
International,25.0
International,69.0
Portugal,80.1
International,43.0
International,88.29
International,36.0
International,46.0
Portugal,65.4
International,41.0
International,40.0
Portugal,45.0
Portugal,33.0
International,35.0
International,38.0
Portugal,64.0
Portugal,202.5
Portugal,49.22
International,197.67
Portugal,176.0
Portugal,152.0
International,47.55
International,48.0
International,48.0
International,61.2
International,68.0
International,73.0
International,178.5
Portugal,70.0
International,158.33
Portugal,230.84
Portugal,82.0
Portugal,88.0
Portugal,67.0
International,106.2
International,37.0
International,27.0
International,29.0
International,30.0
International,35.0
International,45.0
Portugal,225.0
International,99.0
International,119.0
International,72.0
International,110.0
Portugal,245.5
International,68.4
International,113.4
International,57.0
Portugal,151.88
International,50.0
International,58.95
Portugal,75.0
Portugal,152.1
Portugal,112.7
Portugal,134.67
International,180.67
Portugal,191.0
Portugal,288.1
International,27.0
Portugal,175.4
Portugal,46.0
Portugal,275.25
Portugal,367.0
International,66.4
International,77.0
Portugal,153.67
Portugal,152.0
Portugal,30.0
Portugal,30.0
Portugal,72.0
International,165.0
Portugal,239.0
Portugal,154.0
International,143.0
Portugal,180.0
International,61.0
Portugal,229.5
Portugal,216.5
Portugal,251.0
Portugal,225.5
International,147.6
Portugal,232.0
Portugal,201.43
International,72.16
International,6.0
International,209.0
International,69.86
International,60.0
Portugal,142.5
International,166.0
Portugal,126.0
Portugal,70.0
International,64.9
Portugal,45.0
Portugal,46.4
Portugal,72.0
Portugal,34.4
International,34.4
Portugal,34.4
Portugal,60.0
Portugal,62.0
Portugal,109.0
Portugal,67.58
International,70.4
International,160.4
International,100.0
International,152.1
International,55.53
International,36.0
International,34.0
International,45.45
International,34.0
International,65.33
International,35.67
International,81.82
International,88.0
International,56.0
International,48.0
Portugal,110.0
Portugal,60.0
Portugal,30.0
International,68.15
International,48.0
International,35.0
Portugal,142.0
International,42.0
International,49.5
Portugal,47.0
International,39.0
International,45.0
International,38.0
Portugal,36.0
Portugal,38.0
Portugal,35.0
Portugal,35.1
Portugal,38.0
Portugal,44.0
Portugal,74.0
Portugal,36.0
Portugal,90.95
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,40.05
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
International,33.3
Portugal,59.91
Portugal,74.0
Portugal,186.0
Portugal,186.0
Portugal,244.0
Portugal,66.0
Portugal,50.0
Portugal,50.0
Portugal,50.0
Portugal,50.0
Portugal,50.0
Portugal,50.0
Portugal,50.0
Portugal,50.0
Portugal,50.0
Portugal,50.0
Portugal,50.0
Portugal,50.0
Portugal,50.0
Portugal,50.0
Portugal,50.0
Portugal,50.0
Portugal,50.0
Portugal,50.0
Portugal,50.0
Portugal,50.0
Portugal,50.0
Portugal,50.0
Portugal,50.0
Portugal,50.0
Portugal,50.0
Portugal,50.0
Portugal,50.0
Portugal,79.74
Portugal,79.74
Portugal,129.33
Portugal,164.0
Portugal,196.0
Portugal,134.0
Portugal,134.0
Portugal,199.0
Portugal,164.0
Portugal,166.0
Portugal,112.0
Portugal,188.96
Portugal,55.68
Portugal,134.0
Portugal,119.7
Portugal,99.0
Portugal,58.95
Portugal,93.6
Portugal,130.9
Portugal,134.0
Portugal,82.35
Portugal,8.0
Portugal,108.33
Portugal,49.95
Portugal,49.95
Portugal,49.95
Portugal,49.95
Portugal,49.95
Portugal,49.95
Portugal,49.95
Portugal,49.95
Portugal,49.95
Portugal,49.95
Portugal,38.0
Portugal,49.95
Portugal,49.95
Portugal,49.95
Portugal,49.95
Portugal,49.95
Portugal,49.95
Portugal,49.95
Portugal,49.95
Portugal,49.95
Portugal,49.95
Portugal,49.95
Portugal,49.95
Portugal,49.95
Portugal,49.95
Portugal,49.95
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,141.0
Portugal,58.95
Portugal,36.0
Portugal,118.35
Portugal,36.0
Portugal,112.0
Portugal,123.0
Portugal,110.7
Portugal,134.0
Portugal,126.86
Portugal,123.0
Portugal,110.7
Portugal,172.0
Portugal,237.0
Portugal,67.58
Portugal,67.58
Portugal,71.55
Portugal,42.0
Portugal,65.0
Portugal,46.4
International,89.2
International,89.2
International,89.2
International,89.2
International,89.2
International,89.2
International,89.2
International,89.2
International,89.2
International,89.2
International,89.2
International,89.2
International,89.2
International,89.2
International,89.2
Portugal,55.68
International,49.02
Portugal,120.6
Portugal,103.05
Portugal,88.98
Portugal,103.05
Portugal,119.7
Portugal,85.0
Portugal,79.2
Portugal,160.0
Portugal,207.0
Portugal,211.2
Portugal,210.5
Portugal,63.0
Portugal,29.0
Portugal,42.3
Portugal,44.1
Portugal,57.8
Portugal,63.9
Portugal,39.7
Portugal,39.0
Portugal,38.0
Portugal,39.6
Portugal,61.5
Portugal,61.5
Portugal,61.5
Portugal,61.5
International,75.0
Portugal,132.0
International,227.86
Portugal,75.0
International,75.0
Portugal,200.0
Portugal,73.75
Portugal,40.0
Portugal,39.0
Portugal,53.0
Portugal,78.57
Portugal,164.0
Portugal,119.7
Portugal,119.7
International,60.0
International,29.0
International,42.0
Portugal,35.0
Portugal,135.6
Portugal,135.6
Portugal,59.4
Portugal,39.6
Portugal,237.0
Portugal,166.0
Portugal,166.0
Portugal,120.6
Portugal,134.0
Portugal,48.0
Portugal,42.0
Portugal,42.0
Portugal,42.0
Portugal,30.0
Portugal,94.0
Portugal,123.0
Portugal,48.0
Portugal,38.0
Portugal,45.0
Portugal,36.0
Portugal,42.0
Portugal,125.9
Portugal,43.0
Portugal,54.0
Portugal,121.5
Portugal,121.5
Portugal,121.5
Portugal,121.5
Portugal,121.5
Portugal,121.5
Portugal,121.5
Portugal,121.5
Portugal,121.5
Portugal,121.5
Portugal,121.5
Portugal,121.5
Portugal,121.5
Portugal,121.5
Portugal,121.5
Portugal,121.5
Portugal,121.5
Portugal,121.5
Portugal,121.5
Portugal,121.5
Portugal,121.5
Portugal,121.5
Portugal,121.5
Portugal,121.5
Portugal,121.5
Portugal,36.0
Portugal,36.0
Portugal,36.0
Portugal,36.0
Portugal,36.0
Portugal,36.0
Portugal,36.0
Portugal,36.0
Portugal,36.0
Portugal,36.0
Portugal,36.0
Portugal,36.0
Portugal,36.0
Portugal,36.0
Portugal,36.0
Portugal,36.0
Portugal,36.0
Portugal,36.0
Portugal,36.0
Portugal,36.0
Portugal,61.65
Portugal,184.0
Portugal,48.0
Portugal,25.0
Portugal,25.0
Portugal,27.0
Portugal,39.0
Portugal,27.0
Portugal,39.0
Portugal,27.0
Portugal,71.55
Portugal,85.33
Portugal,120.02
Portugal,171.33
Portugal,134.51
Portugal,225.0
Portugal,48.0
Portugal,39.0
Portugal,114.0
Portugal,48.0
Portugal,39.0
Portugal,211.0
Portugal,73.8
Portugal,73.8
International,52.56
Portugal,88.0
Portugal,121.7
International,71.43
Portugal,178.0
Portugal,199.0
Portugal,45.0
Portugal,134.0
Portugal,42.0
Portugal,57.0
Portugal,65.0
Portugal,42.0
Portugal,30.0
Portugal,30.0
Portugal,35.0
Portugal,35.0
Portugal,35.0
Portugal,45.0
International,85.0
International,68.8
Portugal,80.0
Portugal,40.0
International,51.0
Portugal,92.1
Portugal,4.0
Portugal,81.0
Portugal,45.0
Portugal,46.0
Portugal,126.0
Portugal,47.0
Portugal,60.0
Portugal,70.0
Portugal,115.2
Portugal,147.6
Portugal,147.6
Portugal,25.0
Portugal,123.0
Portugal,80.86
Portugal,119.7
International,79.2
International,79.2
Portugal,126.1
Portugal,508.0
Portugal,90.95
Portugal,134.0
Portugal,38.0
Portugal,63.0
Portugal,65.0
Portugal,110.7
Portugal,173.21
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,107.1
Portugal,140.0
Portugal,140.0
Portugal,93.0
Portugal,98.5
Portugal,115.0
Portugal,112.5
Portugal,112.5
Portugal,147.0
Portugal,95.0
Portugal,91.35
Portugal,126.5
Portugal,143.5
Portugal,184.0
Portugal,88.4
Portugal,90.67
Portugal,129.0
Portugal,40.0
Portugal,40.0
Portugal,204.33
International,13.0
Portugal,88.4
Portugal,119.25
Portugal,35.0
Portugal,35.0
Portugal,30.5
Portugal,43.0
Portugal,60.0
Portugal,30.0
International,94.16
Portugal,99.7
Portugal,112.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,58.95
International,58.95
International,58.95
International,58.95
International,58.95
International,58.95
International,58.95
International,58.95
International,58.95
Portugal,58.95
Portugal,58.95
Portugal,58.95
Portugal,58.95
Portugal,58.95
Portugal,58.95
Portugal,58.95
Portugal,58.95
Portugal,58.95
Portugal,58.95
Portugal,58.95
Portugal,58.95
Portugal,58.95
Portugal,54.99
Portugal,54.99
Portugal,54.99
Portugal,54.99
Portugal,54.99
Portugal,54.99
Portugal,54.99
Portugal,54.99
Portugal,54.99
Portugal,54.99
Portugal,54.99
Portugal,54.99
Portugal,54.99
Portugal,54.99
Portugal,54.99
Portugal,54.99
Portugal,54.99
Portugal,54.99
Portugal,54.99
Portugal,54.99
Portugal,36.05
Portugal,36.05
Portugal,36.05
Portugal,36.05
Portugal,36.05
Portugal,36.05
Portugal,36.05
International,71.2
Portugal,164.0
Portugal,164.15
Portugal,82.88
Portugal,119.76
Portugal,134.0
International,45.0
Portugal,166.0
International,42.14
International,84.8
Portugal,35.0
Portugal,30.0
Portugal,30.0
Portugal,42.0
Portugal,42.0
Portugal,57.0
Portugal,42.0
Portugal,35.0
Portugal,35.0
Portugal,48.5
Portugal,90.25
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,34.0
Portugal,44.0
Portugal,71.0
Portugal,149.06
Portugal,35.0
Portugal,30.0
Portugal,30.0
Portugal,42.0
Portugal,45.0
Portugal,2.4
Portugal,42.0
Portugal,59.0
Portugal,7.0
Portugal,79.2
Portugal,123.0
Portugal,134.0
Portugal,126.0
Portugal,35.0
Portugal,44.0
Portugal,44.0
Portugal,40.0
Portugal,56.4
Portugal,101.0
Portugal,68.0
Portugal,48.0
Portugal,42.0
Portugal,38.0
Portugal,38.5
Portugal,48.5
Portugal,78.5
Portugal,38.5
International,55.68
Portugal,43.8
Portugal,51.0
Portugal,45.0
Portugal,49.67
Portugal,53.0
Portugal,63.5
International,73.92
Portugal,171.0
Portugal,55.68
Portugal,153.0
International,62.5
Portugal,201.0
Portugal,236.0
Portugal,154.0
International,153.0
International,79.59
Portugal,123.0
International,71.55
International,63.4
International,63.4
International,63.4
International,63.4
International,63.4
International,63.4
International,63.4
International,63.4
International,63.4
International,63.4
International,63.4
International,63.4
International,63.4
International,63.4
International,63.4
International,63.4
International,63.4
International,63.4
International,63.4
International,63.4
International,63.4
International,63.4
International,63.4
International,63.4
International,63.4
International,82.35
International,55.68
International,55.68
International,69.6
International,122.7
Portugal,34.0
Portugal,34.0
Portugal,34.0
International,58.95
International,58.95
International,58.95
Portugal,54.99
Portugal,54.99
Portugal,54.99
Portugal,54.99
Portugal,54.99
Portugal,54.99
Portugal,123.0
International,60.35
International,60.35
Portugal,100.8
International,87.75
Portugal,108.9
International,58.95
International,58.95
International,88.95
Portugal,80.0
Portugal,39.0
Portugal,27.0
Portugal,134.0
Portugal,138.0
Portugal,35.0
Portugal,42.0
Portugal,75.0
Portugal,55.68
Portugal,123.0
International,123.0
Portugal,99.7
International,154.0
International,123.0
Portugal,49.3
Portugal,129.0
International,154.0
International,77.78
Portugal,112.0
International,157.25
Portugal,96.9
Portugal,157.25
Portugal,141.2
Portugal,110.7
Portugal,115.0
Portugal,112.5
International,100.8
Portugal,58.95
International,55.68
Portugal,82.35
Portugal,96.95
Portugal,64.9
Portugal,84.15
Portugal,114.69
International,55.68
International,58.23
International,58.23
International,55.68
Portugal,71.55
Portugal,199.5
Portugal,317.0
Portugal,318.82
International,88.2
Portugal,123.0
Portugal,153.0
Portugal,155.0
International,110.7
Portugal,110.0
International,89.68
International,78.6
International,78.6
International,55.68
International,55.68
Portugal,199.0
Portugal,117.9
Portugal,134.1
Portugal,107.57
International,89.68
International,110.7
International,110.7
Portugal,99.0
International,96.3
International,88.4
International,88.4
International,75.46
International,97.25
International,104.55
International,159.74
International,113.05
Portugal,154.0
International,131.0
International,157.5
International,123.3
International,88.4
International,88.4
Portugal,99.7
Portugal,107.2
International,110.7
International,104.55
International,128.35
Portugal,169.0
International,90.95
Portugal,196.0
International,106.5
International,90.95
Portugal,85.5
International,119.25
Portugal,112.5
International,110.5
International,179.0
International,154.0
Portugal,106.5
Portugal,149.63
Portugal,124.5
Portugal,124.5
Portugal,119.7
International,115.5
International,106.15
Portugal,130.9
Portugal,131.2
International,90.95
International,88.4
International,110.5
Portugal,159.0
Portugal,119.7
Portugal,147.67
Portugal,52.0
International,102.65
Portugal,134.0
International,125.5
Portugal,139.0
International,113.05
International,135.0
International,92.0
International,145.0
International,113.05
Portugal,98.0
International,139.75
International,103.18
Portugal,128.0
International,134.1
Portugal,155.5
International,153.0
Portugal,160.0
Portugal,176.0
International,112.63
International,120.6
International,120.6
International,126.28
International,142.63
International,147.0
International,109.3
International,109.3
International,112.63
Portugal,83.79
International,156.22
International,232.0
International,93.6
Portugal,135.0
International,88.4
International,93.6
International,118.0
Portugal,160.0
International,103.95
International,97.1
Portugal,174.95
Portugal,193.81
Portugal,134.75
Portugal,114.0
Portugal,162.0
International,90.95
International,206.22
International,145.0
International,84.12
Portugal,154.8
International,115.85
International,123.2
International,134.0
International,145.0
International,177.0
International,177.0
International,112.63
Portugal,154.0
International,104.55
Portugal,146.95
Portugal,146.95
Portugal,96.3
Portugal,146.95
Portugal,146.95
International,169.0
International,135.0
Portugal,134.0
Portugal,142.48
International,187.11
International,134.5
International,134.0
International,88.55
Portugal,114.0
Portugal,30.0
Portugal,65.0
International,158.5
International,191.0
International,132.3
Portugal,177.0
International,167.0
International,160.0
Portugal,119.7
Portugal,96.3
International,134.0
Portugal,115.0
International,103.5
International,201.05
International,135.0
Portugal,145.0
Portugal,164.0
Portugal,115.0
Portugal,163.3
International,97.1
International,165.0
International,101.65
Portugal,164.0
International,135.0
Portugal,135.0
International,164.0
International,157.0
Portugal,135.0
International,101.68
International,184.0
Portugal,118.17
Portugal,118.17
Portugal,110.75
International,194.0
International,199.75
Portugal,150.0
Portugal,150.0
Portugal,150.0
Portugal,195.0
Portugal,179.0
Portugal,154.0
International,65.5
International,129.45
Portugal,142.86
International,92.0
Portugal,152.43
International,153.1
International,167.0
Portugal,182.8
Portugal,120.6
International,190.0
Portugal,168.3
International,120.43
International,164.0
Portugal,122.34
Portugal,122.34
Portugal,125.34
International,195.0
Portugal,166.6
Portugal,153.0
International,252.0
Portugal,120.43
Portugal,156.5
Portugal,124.5
Portugal,199.0
International,110.5
International,110.5
International,182.2
International,182.2
International,194.0
International,157.37
International,97.7
International,162.0
Portugal,150.0
International,101.68
International,114.63
International,133.95
International,103.95
International,98.75
International,109.65
International,127.0
International,115.0
Portugal,134.0
International,118.19
Portugal,110.7
Portugal,110.7
Portugal,110.7
Portugal,110.7
Portugal,110.7
Portugal,99.0
Portugal,99.0
International,92.0
International,144.45
International,145.0
Portugal,145.23
Portugal,134.1
International,88.4
International,88.4
International,160.0
International,179.0
International,110.5
International,110.5
International,120.6
Portugal,185.0
International,134.0
Portugal,125.0
Portugal,110.5
Portugal,214.0
Portugal,168.0
International,168.0
Portugal,165.0
Portugal,185.0
Portugal,173.0
Portugal,157.0
Portugal,135.0
International,112.5
Portugal,114.51
Portugal,67.0
Portugal,67.0
Portugal,67.0
Portugal,67.0
Portugal,67.0
Portugal,67.0
Portugal,67.0
Portugal,67.0
Portugal,67.0
Portugal,67.0
Portugal,67.0
Portugal,67.0
Portugal,67.0
Portugal,67.0
Portugal,67.0
Portugal,67.0
Portugal,67.0
Portugal,67.0
International,96.3
International,149.25
International,115.0
International,137.7
Portugal,195.45
International,190.4
Portugal,168.7
International,134.0
International,134.0
Portugal,134.0
Portugal,175.43
Portugal,125.0
International,96.3
Portugal,110.7
International,146.61
Portugal,189.75
International,108.0
Portugal,135.0
International,153.0
International,96.3
International,176.0
Portugal,189.75
International,134.0
International,96.3
International,145.0
Portugal,115.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
International,135.0
Portugal,117.22
Portugal,127.0
Portugal,88.55
Portugal,88.55
Portugal,154.6
Portugal,194.0
Portugal,131.4
International,153.0
International,153.0
Portugal,146.0
Portugal,118.0
Portugal,207.0
International,133.0
Portugal,158.1
Portugal,131.2
Portugal,131.2
Portugal,221.43
Portugal,154.0
Portugal,134.0
International,131.2
International,135.0
Portugal,107.0
International,195.0
International,99.45
Portugal,111.2
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
International,8.0
Portugal,125.9
International,183.0
International,129.48
International,198.8
International,133.0
International,107.0
International,133.0
International,107.0
Portugal,149.5
Portugal,185.5
International,173.0
International,194.0
International,102.45
Portugal,118.17
Portugal,120.6
International,248.0
International,173.0
International,189.67
Portugal,147.0
International,178.88
Portugal,133.0
Portugal,120.6
International,128.2
International,119.81
Portugal,107.0
Portugal,107.0
International,134.0
Portugal,132.44
Portugal,120.0
International,134.0
Portugal,119.7
International,120.6
International,81.67
International,145.0
International,134.0
International,118.99
International,188.0
Portugal,135.0
International,146.56
Portugal,144.6
International,162.5
International,140.33
International,188.0
Portugal,142.71
International,106.25
International,154.0
International,121.35
Portugal,72.0
International,109.65
Portugal,154.0
International,98.02
Portugal,134.0
International,140.91
International,101.65
International,129.0
International,96.3
International,90.95
International,119.25
Portugal,207.0
International,209.0
International,179.0
International,152.71
International,100.8
International,134.73
International,179.88
International,137.9
International,137.9
International,143.34
Portugal,252.0
International,90.95
International,90.95
Portugal,201.6
Portugal,146.25
International,181.5
Portugal,132.44
International,170.33
International,192.0
International,112.63
Portugal,134.0
International,132.5
Portugal,138.6
International,90.95
International,90.95
International,179.0
International,112.0
Portugal,149.0
Portugal,201.5
Portugal,172.0
International,112.36
International,112.36
Portugal,241.0
Portugal,107.0
Portugal,143.5
International,156.4
International,204.0
International,123.0
Portugal,154.35
International,113.9
International,148.16
International,104.0
International,104.0
International,110.5
International,110.5
Portugal,114.0
Portugal,30.0
Portugal,65.0
Portugal,35.0
Portugal,35.0
Portugal,45.0
Portugal,191.0
Portugal,211.0
International,171.71
International,165.32
International,90.95
International,164.0
Portugal,154.8
Portugal,172.0
International,90.95
International,160.98
International,191.0
International,126.65
Portugal,256.0
Portugal,20.0
Portugal,217.0
Portugal,210.0
Portugal,191.0
International,164.0
Portugal,134.0
Portugal,166.0
Portugal,244.0
Portugal,191.1
Portugal,137.75
International,227.4
International,209.17
International,209.17
Portugal,134.0
International,209.4
Portugal,179.0
International,96.3
Portugal,191.0
Portugal,168.25
Portugal,134.0
International,161.45
International,123.0
International,163.33
Portugal,125.1
Portugal,119.9
Portugal,113.9
Portugal,119.9
Portugal,113.9
Portugal,134.0
Portugal,120.6
Portugal,71.55
Portugal,96.3
Portugal,196.0
Portugal,247.0
Portugal,153.0
Portugal,110.0
International,166.0
Portugal,210.43
Portugal,134.0
Portugal,219.9
Portugal,162.14
Portugal,187.14
International,167.8
Portugal,120.6
Portugal,140.33
International,176.75
International,112.63
International,172.63
International,123.0
Portugal,131.13
Portugal,211.0
Portugal,164.0
Portugal,196.0
Portugal,193.13
International,148.75
Portugal,202.0
Portugal,119.7
International,191.0
International,101.65
International,188.46
Portugal,221.0
Portugal,192.6
Portugal,118.5
Portugal,142.1
Portugal,189.9
Portugal,171.9
International,166.0
Portugal,194.64
International,180.0
International,180.0
International,180.0
International,173.0
International,190.0
Portugal,126.0
Portugal,222.0
Portugal,98.1
Portugal,193.13
International,148.75
International,183.0
International,134.0
Portugal,125.9
International,134.73
International,223.0
International,77.54
International,211.0
Portugal,163.5
International,96.3
International,196.0
Portugal,119.49
Portugal,140.0
International,186.0
Portugal,119.7
International,134.0
Portugal,140.37
International,134.0
Portugal,170.6
Portugal,134.0
Portugal,134.0
Portugal,154.0
International,126.0
Portugal,162.14
International,120.6
Portugal,16.0
Portugal,103.18
International,130.01
International,120.38
International,213.0
International,120.38
Portugal,119.49
Portugal,166.05
International,96.3
Portugal,134.1
Portugal,142.3
Portugal,244.0
International,134.0
International,56.0
International,93.6
Portugal,225.08
International,119.2
International,104.55
Portugal,149.0
Portugal,146.0
Portugal,192.5
Portugal,201.8
International,90.95
International,90.95
International,154.8
International,134.0
International,183.0
Portugal,191.7
Portugal,208.2
International,160.98
International,93.6
International,93.6
International,180.8
International,134.0
International,172.0
International,172.0
Portugal,217.83
Portugal,206.0
Portugal,204.0
Portugal,134.1
International,90.95
Portugal,211.0
Portugal,179.6
International,187.0
Portugal,211.0
Portugal,36.05
Portugal,36.05
Portugal,36.05
Portugal,36.05
Portugal,36.05
Portugal,36.05
Portugal,190.5
International,80.0
International,80.0
International,80.0
International,141.1
International,112.63
International,123.68
Portugal,191.0
Portugal,134.0
Portugal,134.0
International,166.0
Portugal,164.0
International,164.0
International,202.0
International,221.0
International,134.0
Portugal,191.0
International,167.09
Portugal,164.0
Portugal,192.0
International,191.0
International,134.17
International,110.7
International,110.7
