tipo,adr
work,113.4
work,38.0
work,84.0
work,84.0
work,42.0
work,113.4
work,84.0
work,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,102.75
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work,70.8
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,108.75
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,49.22
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,74.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,63.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
rest,64.0
rest,99.7
work,107.0
work,105.0
work,47.0
work+rest,50.4
work+rest,45.36
work+rest,51.36
work+rest,50.4
work+rest,76.75
work+rest,66.6
work+rest,43.7
work+rest,70.11
rest,47.97
work,75.0
work+rest,73.67
work+rest,95.67
work+rest,73.29
work+rest,50.63
weekend,86.0
weekend,105.0
weekend,141.0
weekend,48.0
work+rest,90.0
work+rest,96.0
work+rest,36.0
work+rest,48.0
work+rest,50.67
work+rest,45.6
work+rest,69.33
work+rest,45.6
work+rest,90.17
work+rest,43.0
work+rest,48.0
work+rest,48.0
work+rest,96.0
work+rest,56.0
work+rest,48.0
work+rest,48.0
work+rest,40.0
work+rest,50.0
work+rest,80.16
work+rest,52.0
work+rest,52.0
work+rest,58.0
work+rest,58.0
work+rest,73.0
work+rest,35.14
work+rest,73.0
work+rest,73.0
work+rest,58.0
work+rest,73.0
work+rest,73.0
work+rest,73.0
work+rest,88.84
work+rest,60.84
work+rest,73.0
work+rest,73.0
work+rest,58.0
work+rest,73.0
work,48.0
work,65.5
work,52.0
work+rest,60.0
work+rest,73.0
rest,105.22
work,60.0
work,42.0
work,42.0
work,66.0
work,66.0
work,60.0
work+rest,101.0
work+rest,66.0
work+rest,83.5
work+rest,66.0
work+rest,88.0
work+rest,66.0
work+rest,53.94
work+rest,66.0
work+rest,68.0
work+rest,66.0
work+rest,66.0
work+rest,110.71
work+rest,51.69
work,66.0
work,66.0
work,66.0
work,66.0
work,51.3
work,66.0
work,66.0
work,66.0
work,72.0
work,66.0
work,66.0
work,66.0
work,72.0
work,66.0
work,66.0
work,66.0
work,72.0
work,66.0
work,66.0
work,66.0
work,66.0
work,66.0
work,66.0
work+rest,60.0
work+rest,66.0
work+rest,101.0
work,68.0
work,83.5
work,72.0
work,66.0
work,60.0
work,60.0
work+rest,46.0
work+rest,66.0
work+rest,66.0
work+rest,101.0
work+rest,66.0
work+rest,46.0
work+rest,46.0
work+rest,46.0
work+rest,46.0
work+rest,66.0
work+rest,66.0
work+rest,66.0
work+rest,66.0
work+rest,66.0
work+rest,60.0
work+rest,60.0
work+rest,67.5
work+rest,66.0
work+rest,66.0
work+rest,66.0
work+rest,60.0
work+rest,60.0
work+rest,66.0
work+rest,66.0
work+rest,46.0
work+rest,46.0
work+rest,66.0
work+rest,62.0
work+rest,66.0
work+rest,66.0
work+rest,66.0
work+rest,106.8
rest,51.87
rest,69.76
work,94.16
work,60.0
work+rest,41.4
work+rest,41.4
work+rest,41.4
work+rest,60.2
rest,68.56
work+rest,52.2
work+rest,113.0
work+rest,75.8
work+rest,42.19
work+rest,112.71
work+rest,42.19
rest,95.0
weekend,58.0
weekend,89.0
work+rest,75.0
work+rest,74.75
work+rest,74.75
work+rest,113.0
work+rest,54.5
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,54.5
work+rest,54.5
work+rest,54.5
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,56.0
work+rest,85.0
work+rest,85.0
work+rest,54.5
work+rest,54.5
work+rest,54.5
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,54.5
work+rest,85.0
work+rest,85.0
work+rest,54.5
work+rest,54.5
work+rest,85.0
work+rest,85.0
work+rest,94.0
work+rest,85.0
work+rest,85.0
work+rest,54.5
work+rest,85.0
work+rest,54.5
work+rest,42.5
work+rest,85.0
work+rest,85.0
work+rest,54.5
work+rest,54.5
work+rest,54.5
work+rest,54.5
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,66.67
work+rest,125.0
work+rest,72.0
work+rest,72.0
work+rest,72.0
work+rest,72.0
work+rest,72.0
work+rest,72.0
work+rest,72.0
work+rest,52.2
work+rest,52.2
work+rest,72.0
work+rest,72.0
work+rest,72.0
work,52.2
work,88.0
work,58.0
work,58.0
work+rest,70.4
work+rest,71.83
work,58.0
work,64.0
work,64.0
work,64.0
work,64.0
work,64.0
work,64.0
work,64.0
work,64.0
work,68.0
work,64.0
work,64.0
work,64.0
work,64.0
work,64.0
work,85.0
work,64.0
work,64.0
work,64.0
work,64.0
work,68.0
work+rest,56.0
work,77.0
work,45.0
work+rest,71.0
work+rest,65.0
work+rest,65.0
work+rest,123.0
rest,118.0
work,58.0
work,123.0
work,58.0
work,35.1
work+rest,56.0
work+rest,56.0
work+rest,63.5
work+rest,35.1
work+rest,72.0
work+rest,72.0
work+rest,72.0
work+rest,72.0
work+rest,36.0
work+rest,72.0
work+rest,72.0
work+rest,72.0
work+rest,72.0
work+rest,72.0
work+rest,72.0
work+rest,72.0
work+rest,72.0
work+rest,72.0
work+rest,72.0
weekend,86.3
weekend,107.0
work+rest,72.0
work+rest,65.0
work+rest,47.9
work+rest,47.9
work+rest,74.45
work+rest,68.66
work+rest,45.9
work+rest,74.45
work+rest,74.45
work+rest,74.45
work+rest,74.45
work+rest,45.9
work+rest,72.45
work+rest,68.66
work+rest,68.66
work+rest,74.45
work+rest,74.45
work+rest,74.45
work+rest,47.9
work+rest,47.9
work+rest,68.66
work+rest,72.45
rest,11.53
work+rest,72.45
weekend,90.0
work+rest,42.0
work+rest,79.0
work+rest,67.05
work+rest,67.05
work+rest,76.05
work+rest,76.05
work+rest,76.05
work+rest,52.2
work+rest,67.05
work+rest,67.05
work+rest,76.05
work+rest,76.05
work+rest,76.05
work+rest,67.05
work+rest,67.05
work+rest,67.05
work+rest,76.05
work+rest,76.05
work+rest,76.05
work+rest,120.0
work+rest,95.0
work+rest,65.0
work+rest,49.0
work+rest,77.0
work+rest,68.0
work+rest,52.2
work+rest,67.05
work+rest,76.05
work+rest,76.05
work+rest,67.05
work+rest,67.05
work+rest,76.05
work+rest,76.05
rest,108.0
work+rest,76.05
work+rest,76.05
work,86.0
work,86.0
work,86.0
work,86.0
work,86.0
work,86.0
work,86.0
work,86.0
work,86.0
work,86.0
work,86.0
work,86.0
work,86.0
work,86.0
work,86.0
work,86.0
work,86.0
work,86.0
work,86.0
work,86.0
work,86.0
work,86.0
work,86.0
work,86.0
work,86.0
work+rest,52.2
work+rest,52.2
rest,62.05
rest,80.0
rest,80.0
work,56.0
work,56.0
work,65.0
work,91.0
work+rest,101.0
work,65.0
work,75.0
work,118.0
work,65.0
work,118.0
work,118.0
work,118.0
work+rest,85.0
work+rest,85.0
work+rest,54.5
work+rest,42.5
work+rest,85.0
work+rest,85.0
work+rest,54.5
work+rest,54.5
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,54.5
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,54.5
work+rest,54.5
work+rest,85.0
work+rest,54.5
work+rest,54.5
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,54.5
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,102.5
work+rest,85.0
work+rest,54.5
work+rest,54.5
work+rest,54.5
work+rest,85.0
work+rest,67.5
work+rest,80.1
work+rest,65.45
work+rest,52.2
work+rest,37.4
work+rest,53.28
weekend,65.0
work+rest,58.2
work+rest,56.89
work+rest,83.0
work+rest,42.3
work+rest,58.0
package,50.85
weekend,118.0
work+rest,42.5
work+rest,54.5
work+rest,54.5
work+rest,85.0
work+rest,54.5
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,86.0
work+rest,86.0
work+rest,86.0
work+rest,85.0
work+rest,85.0
work+rest,87.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,87.0
work+rest,86.0
work+rest,86.0
work+rest,54.5
work+rest,54.5
work+rest,54.5
work+rest,86.0
work+rest,86.0
work+rest,85.0
work+rest,54.5
work+rest,85.0
work+rest,54.5
work+rest,85.0
work+rest,85.0
work+rest,87.0
work+rest,86.0
work+rest,86.0
work+rest,54.5
work+rest,54.5
work+rest,85.0
work+rest,86.0
work+rest,86.0
work+rest,85.0
work+rest,79.0
work+rest,44.1
work+rest,52.2
work+rest,52.2
work+rest,44.1
work+rest,63.0
package,48.8
package,46.8
package,41.4
package,48.8
package,48.8
package,68.42
rest,62.05
rest,125.0
rest,62.05
work,59.0
work,50.0
work,78.56
work,52.2
work,85.0
work+rest,60.3
work+rest,50.85
work+rest,69.36
work+rest,69.36
work+rest,52.2
work+rest,44.36
work,53.1
work+rest,69.36
work+rest,69.36
work+rest,69.36
work+rest,69.36
work+rest,50.85
work+rest,44.36
work+rest,69.36
work+rest,69.36
work+rest,50.85
work+rest,44.36
work+rest,60.3
work+rest,86.29
work+rest,69.36
work+rest,69.36
work+rest,60.3
work+rest,50.85
work+rest,44.36
work+rest,60.3
rest,118.0
rest,90.14
work,58.5
work+rest,121.0
work,42.0
work,73.0
work,88.0
work,94.0
work,42.0
work,52.98
work,46.98
work+rest,44.1
work+rest,68.0
work+rest,58.95
work+rest,88.0
work,95.0
work+rest,85.33
work+rest,85.33
work+rest,85.33
work+rest,85.33
work+rest,85.33
work+rest,85.33
work+rest,85.33
work+rest,85.33
work+rest,85.33
work+rest,85.33
work+rest,85.33
work+rest,85.33
work+rest,85.33
work+rest,85.33
work+rest,85.33
work+rest,85.33
work+rest,85.33
work+rest,85.33
work+rest,92.0
work+rest,68.0
work+rest,85.33
work+rest,85.33
work+rest,85.33
work+rest,44.1
work+rest,85.33
work+rest,85.33
work+rest,19.0
work+rest,85.33
work+rest,85.33
work+rest,85.33
work+rest,92.0
work+rest,46.0
work+rest,58.0
work+rest,46.0
work+rest,58.0
work+rest,58.0
work+rest,70.0
work+rest,71.0
work+rest,58.0
work+rest,58.0
work+rest,46.0
work+rest,46.0
work+rest,46.0
work+rest,58.0
work+rest,58.0
work+rest,122.0
work+rest,46.0
work+rest,70.0
work+rest,46.0
work+rest,46.0
work+rest,70.0
work,87.0
work,75.0
work+rest,49.3
work+rest,52.2
work+rest,73.0
work+rest,80.0
work+rest,85.0
work+rest,85.33
work+rest,79.0
work+rest,73.0
work+rest,52.2
work+rest,178.0
work+rest,52.2
work+rest,101.7
work+rest,40.76
work+rest,54.0
work+rest,54.0
work+rest,41.33
rest,68.0
rest,47.0
rest,8.0
rest,47.0
rest,47.0
weekend,81.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,52.56
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,67.5
work+rest,124.4
work+rest,52.2
work+rest,56.95
work+rest,88.0
weekend,58.0
work+rest,43.12
work+rest,58.0
work+rest,65.0
work+rest,65.0
work+rest,65.0
work+rest,65.0
work+rest,65.0
work+rest,65.0
work+rest,65.0
work+rest,65.0
work+rest,65.0
work+rest,65.0
work+rest,65.0
work+rest,65.0
work+rest,65.0
work+rest,85.0
work+rest,65.0
work+rest,65.0
work+rest,65.0
work+rest,65.0
work+rest,65.0
work+rest,65.0
work+rest,65.0
work+rest,85.0
work+rest,52.2
work+rest,85.0
work+rest,47.0
work+rest,85.0
work+rest,125.0
work+rest,73.57
work+rest,113.57
rest,77.0
work+rest,47.0
work,59.0
work,30.0
work,46.0
work,46.0
work,46.0
work,46.0
work,46.0
work,46.0
work,46.0
work,46.0
work,46.0
work,46.0
work,30.0
work,46.0
work,46.0
work,46.0
work,30.0
work,46.0
work,46.0
work,46.0
work,87.0
work,80.0
work,96.0
work,78.2
rest,95.0
rest,82.95
work,72.0
work,72.0
work,52.2
work,85.33
work,85.33
work,72.0
work,125.67
work,72.0
work,72.0
work,72.0
work,68.0
work+rest,79.2
work+rest,83.7
work+rest,79.2
work,118.0
work,65.0
work,65.0
work,79.2
work,79.2
work+rest,80.0
work+rest,80.0
work+rest,80.0
work+rest,80.0
work+rest,80.0
work+rest,80.0
work+rest,80.0
work+rest,80.0
work+rest,80.0
work+rest,39.33
work+rest,80.0
work+rest,80.0
work+rest,80.0
work+rest,80.0
work+rest,80.0
work+rest,80.0
work+rest,67.75
work+rest,80.0
work+rest,80.0
work+rest,80.0
work+rest,80.0
work+rest,80.0
work+rest,80.0
work+rest,80.0
work+rest,80.0
work+rest,80.0
work,65.0
work,65.0
work,56.0
work,80.0
work,85.0
work,23.0
work,73.0
work,80.0
work,52.2
work,173.0
work+rest,76.67
work+rest,88.33
work+rest,113.0
work+rest,62.4
work+rest,74.33
work,46.98
work+rest,123.0
work+rest,113.0
work+rest,108.67
work+rest,120.33
work+rest,82.67
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,95.0
work+rest,84.0
work+rest,84.0
work+rest,84.0
work+rest,65.7
work+rest,84.0
work+rest,84.0
work+rest,117.0
work+rest,84.0
work+rest,65.7
work+rest,84.0
work+rest,47.0
work+rest,58.0
work+rest,39.0
work+rest,47.0
work+rest,39.0
work+rest,46.0
work+rest,46.0
work+rest,58.0
work+rest,58.0
work+rest,70.0
work+rest,47.0
work+rest,47.0
work+rest,60.0
work+rest,58.0
work+rest,58.0
work+rest,58.0
work+rest,46.0
work+rest,46.0
work+rest,46.0
work+rest,46.0
work+rest,46.0
work+rest,46.0
work+rest,58.0
rest,88.0
rest,40.0
rest,52.2
rest,79.2
rest,44.1
work,80.0
work,80.0
work,85.0
work,75.0
work,80.0
work,82.5
work+rest,85.0
work+rest,86.0
work+rest,127.0
work+rest,86.0
work+rest,85.0
work+rest,85.0
work+rest,77.5
work+rest,85.0
work+rest,178.0
work+rest,91.0
work+rest,86.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,86.0
work+rest,127.0
work+rest,48.06
work+rest,85.0
work+rest,100.0
work+rest,52.2
work+rest,44.1
work+rest,52.2
work+rest,93.57
work+rest,64.83
work+rest,136.0
work+rest,93.57
work+rest,46.98
work+rest,46.98
rest,37.4
rest,42.3
rest,65.7
rest,65.7
work+rest,63.4
weekend,125.0
work+rest,72.0
work+rest,73.0
work+rest,95.0
work+rest,70.4
work+rest,70.4
work+rest,46.98
weekend,135.0
weekend,70.0
work+rest,85.0
work+rest,85.0
work+rest,54.5
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,54.5
work+rest,85.0
work+rest,85.0
work+rest,54.5
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,42.5
work+rest,85.0
work+rest,85.0
work+rest,54.5
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,54.5
work+rest,85.0
work+rest,54.5
work+rest,85.0
work+rest,113.0
work+rest,90.0
work+rest,95.0
work+rest,84.0
work+rest,52.2
work+rest,46.98
work+rest,73.0
work+rest,101.7
work+rest,52.2
work+rest,58.0
work+rest,52.2
work+rest,52.2
work+rest,101.7
work+rest,52.2
work+rest,72.5
rest,84.96
rest,46.75
work+rest,74.76
work+rest,55.83
work+rest,58.0
work+rest,88.0
work+rest,74.76
work+rest,56.11
rest,73.0
rest,115.55
rest,52.56
work,58.0
work,73.8
work,65.6
work,71.7
work+rest,90.0
work,88.0
work,52.2
work,95.0
work+rest,48.98
work+rest,65.7
work+rest,64.0
work+rest,46.98
work+rest,88.0
work+rest,48.98
work+rest,31.45
work+rest,100.3
work+rest,37.4
rest,52.56
work,70.0
work,42.0
work,44.1
work+rest,73.0
work+rest,65.7
work+rest,74.75
work+rest,95.0
work+rest,118.7
work+rest,74.4
work+rest,65.0
work+rest,37.56
work+rest,65.7
work+rest,65.7
work+rest,73.0
work+rest,40.76
work+rest,80.0
rest,79.2
work+rest,124.5
work,97.0
work+rest,65.0
work+rest,79.2
work+rest,118.0
work+rest,58.0
work+rest,58.0
work+rest,73.0
work+rest,65.4
work+rest,50.59
work+rest,85.0
work+rest,88.0
work+rest,41.62
work+rest,52.56
work+rest,48.75
weekend,48.6
weekend,41.4
weekend,39.0
weekend,48.6
weekend,115.0
weekend,115.0
weekend,35.1
weekend,55.89
work+rest,83.05
work+rest,95.0
work+rest,122.0
work+rest,53.87
package,74.7
rest,46.98
rest,58.95
rest,82.96
weekend,71.0
weekend,65.0
work+rest,75.0
work+rest,144.0
work+rest,65.0
work+rest,39.95
work+rest,65.7
work+rest,73.0
work+rest,64.09
work+rest,88.0
rest,79.2
work,46.0
work,46.0
work,46.0
work,46.0
work,46.0
work,46.0
work,46.0
work,46.0
work,46.0
work,46.0
work,30.0
work,30.0
work,46.0
work,46.0
work,46.0
work,46.0
work,46.0
work,46.0
work,95.0
work,52.2
work,52.2
work,125.0
rest,70.4
work,95.0
work,70.0
work,73.15
work+rest,78.56
rest,80.16
work,67.0
work,67.0
work,105.0
work,67.0
work,67.0
work,105.0
work,80.0
work,67.0
work,67.0
work,26.0
work,67.0
work,67.0
work,67.0
work,67.0
work,58.0
work,48.0
work,48.0
work,50.0
work,48.0
work,54.0
work,48.0
work,48.0
work,48.0
work,48.0
work,50.0
work,48.0
work+rest,48.0
work+rest,48.0
work+rest,48.0
work+rest,48.0
work+rest,48.0
work+rest,48.0
work+rest,48.0
work+rest,48.0
work+rest,48.0
work+rest,48.0
work+rest,48.0
work+rest,48.0
work+rest,48.0
work+rest,48.0
work+rest,48.0
work+rest,48.0
work+rest,48.0
work+rest,48.0
work+rest,48.0
work+rest,73.0
work+rest,48.0
work+rest,48.0
work+rest,48.0
work+rest,48.0
work+rest,48.0
work+rest,48.0
work+rest,48.0
work+rest,135.0
work+rest,63.36
work+rest,118.0
work+rest,124.0
rest,58.95
rest,58.95
work,86.0
work,42.0
work,135.0
work,119.0
work,109.0
work+rest,73.0
work+rest,130.0
work+rest,88.0
work+rest,135.0
work+rest,79.2
work+rest,43.19
work+rest,46.4
work+rest,43.76
work+rest,46.4
rest,85.0
work+rest,53.87
work+rest,52.56
work+rest,53.87
work+rest,53.87
work+rest,73.0
work+rest,39.69
work+rest,65.7
work+rest,46.18
work+rest,46.18
work+rest,46.18
work+rest,79.2
work+rest,73.0
rest,73.0
rest,59.93
work+rest,85.0
work+rest,42.5
work+rest,54.5
work+rest,54.5
work+rest,86.0
work+rest,85.0
work+rest,85.0
work+rest,54.5
work+rest,54.5
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,86.0
work+rest,85.0
work+rest,85.0
work+rest,54.5
work+rest,85.0
work+rest,86.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,54.5
work+rest,54.5
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,54.5
work+rest,86.0
weekend,8.0
weekend,70.0
weekend,70.0
weekend,70.0
weekend,70.0
weekend,70.0
weekend,70.0
weekend,70.0
weekend,70.0
weekend,70.0
weekend,70.0
weekend,70.0
weekend,70.0
weekend,70.0
weekend,70.0
weekend,70.0
weekend,70.0
weekend,8.0
weekend,70.0
weekend,70.0
weekend,70.0
weekend,70.0
weekend,70.0
weekend,70.0
weekend,70.0
weekend,70.0
weekend,70.0
weekend,70.0
weekend,70.0
weekend,79.2
work+rest,113.19
work+rest,152.0
work+rest,46.4
work+rest,73.0
work+rest,46.75
rest,54.0
rest,41.4
weekend,49.0
weekend,58.0
weekend,49.0
weekend,63.0
weekend,58.0
work+rest,87.0
work+rest,85.0
work+rest,85.0
work+rest,54.5
work+rest,85.0
work+rest,87.0
work+rest,85.0
work+rest,54.5
work+rest,54.5
work+rest,87.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,87.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,56.5
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,54.5
work+rest,54.5
work+rest,54.5
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,54.5
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,52.2
work+rest,73.0
work+rest,75.0
work+rest,79.0
work+rest,52.2
work+rest,46.98
work+rest,44.45
rest,140.0
rest,46.75
rest,79.2
rest,101.7
rest,74.76
rest,46.75
rest,85.0
rest,46.98
rest,48.08
rest,46.98
rest,46.98
rest,46.98
work+rest,41.75
work,46.0
work,46.0
work,46.0
work,46.0
work,46.0
work,46.0
work,46.0
work,46.0
work,46.0
work,46.0
work,75.0
work+rest,46.4
work+rest,37.4
work+rest,37.4
work+rest,79.2
work+rest,52.2
work+rest,118.0
work+rest,79.2
rest,5.25
rest,63.36
work,72.0
work,55.0
work,55.0
work+rest,96.0
work+rest,46.98
work+rest,65.0
work+rest,58.0
work+rest,58.0
work,55.0
work,55.0
work,55.0
work,55.0
work,55.0
work,55.0
work,55.0
work,55.0
work,55.0
work,55.0
work,55.0
work,55.0
work,55.0
work,67.2
work,55.0
work,55.0
work,55.0
work,72.0
work,55.0
work,55.0
rest,79.2
work,105.0
work,82.0
work+rest,110.25
work+rest,58.0
work+rest,39.83
work+rest,49.0
work+rest,101.7
work+rest,39.83
rest,41.33
rest,125.5
rest,88.0
rest,58.95
rest,63.0
rest,60.3
rest,60.3
rest,63.0
work,86.0
work,17.5
work,74.7
work,105.0
work,89.0
rest,50.02
rest,84.96
rest,118.0
rest,57.11
rest,82.03
work,89.0
work,89.0
work,80.0
work,80.0
work+rest,135.6
work+rest,41.4
work+rest,89.3
work+rest,75.33
work+rest,103.0
work+rest,88.0
work+rest,88.0
work+rest,62.83
work+rest,135.0
work+rest,65.0
work+rest,52.2
work+rest,129.29
work+rest,46.98
rest,66.0
rest,76.76
rest,113.57
work+rest,74.76
weekend,113.0
weekend,72.0
work+rest,52.2
work+rest,52.2
rest,50.88
rest,72.0
weekend,90.0
work+rest,105.0
work+rest,80.0
work+rest,73.0
work+rest,58.0
work+rest,85.2
work+rest,90.0
work+rest,66.0
rest,63.92
rest,107.0
rest,34.85
work+rest,79.3
work+rest,63.36
work,77.0
work,75.0
work,48.72
work,65.7
work,118.0
work,52.98
work,68.0
work,67.6
work+rest,67.67
work+rest,67.67
work+rest,66.0
work+rest,66.0
work+rest,45.0
work+rest,66.0
work+rest,66.0
work+rest,66.0
work+rest,66.0
work+rest,60.0
work+rest,69.0
work+rest,66.0
work+rest,66.0
work,66.0
work,66.0
work+rest,70.29
work+rest,71.14
rest,66.75
rest,66.0
rest,53.87
rest,52.2
rest,60.0
rest,55.68
rest,79.13
rest,79.13
work,80.85
work,105.0
work,109.75
work,78.56
work,105.0
work,105.0
work,101.7
work,46.0
work,66.0
work,66.0
work+rest,65.0
work+rest,52.0
work+rest,130.4
work+rest,66.0
work+rest,66.0
work+rest,46.0
work+rest,109.4
work+rest,52.2
work+rest,65.0
work+rest,40.0
work,26.0
work+rest,53.87
rest,71.96
work,46.98
work,66.0
work,175.0
work,60.0
work,64.0
work,60.0
work,96.0
work,72.0
work,60.0
work,60.0
work,59.0
work,58.0
work,101.0
work,65.7
work,60.0
work,66.0
work,64.0
work+rest,62.0
work+rest,66.0
work+rest,72.0
work+rest,66.0
work+rest,66.0
work+rest,60.0
work+rest,66.0
work+rest,68.0
work+rest,60.0
work+rest,60.0
work+rest,66.0
work+rest,66.0
work+rest,60.0
work+rest,60.0
work+rest,46.0
work+rest,60.0
work+rest,60.0
work+rest,72.0
work+rest,46.5
work+rest,80.0
work+rest,65.7
work+rest,6.0
work,60.0
work,60.0
work,60.0
work,60.0
work+rest,115.0
work+rest,43.78
work+rest,87.46
work+rest,87.46
work,139.0
work,100.55
work,58.0
work,58.0
work,58.0
work,58.0
work,58.0
work,73.0
work,58.0
work,58.0
work,46.98
work,58.0
work,58.0
work,58.0
work,58.0
work,58.0
work,60.0
work,57.8
work,58.0
work,100.55
work,58.0
work+rest,139.0
work+rest,62.2
work,145.0
work+rest,59.28
work+rest,62.48
work+rest,57.28
work+rest,57.28
work+rest,62.48
work,60.0
work+rest,42.5
work+rest,85.0
work+rest,85.0
work+rest,83.16
work+rest,85.0
work+rest,85.0
work+rest,54.5
work+rest,54.5
work+rest,54.5
work+rest,54.5
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,54.5
work+rest,85.0
work+rest,54.5
work+rest,54.5
work+rest,87.0
work+rest,85.0
work+rest,46.93
work+rest,59.3
work+rest,59.24
work+rest,59.3
work+rest,85.0
work+rest,85.0
work+rest,85.0
work+rest,59.3
work+rest,55.0
work+rest,66.63
work+rest,76.86
work+rest,66.63
work+rest,55.0
work+rest,128.28
rest,82.83
rest,79.84
weekend,99.0
work+rest,94.5
work+rest,94.5
work+rest,65.2
work+rest,105.81
work+rest,52.58
work+rest,105.81
rest,79.2
work+rest,89.67
work+rest,65.0
work+rest,136.2
work+rest,57.0
work+rest,71.2
work+rest,79.26
work+rest,66.34
work+rest,73.71
work+rest,66.34
work+rest,68.06
work+rest,116.43
work+rest,116.43
work+rest,66.34
rest,95.95
rest,56.72
rest,58.95
work,77.0
work,105.8
work,95.04
work+rest,83.0
work+rest,48.71
work+rest,80.0
work+rest,131.5
work+rest,67.79
work+rest,87.49
work+rest,80.0
work+rest,80.0
work+rest,123.71
work+rest,46.75
work+rest,57.34
work+rest,72.9
work+rest,80.0
rest,116.11
work+rest,162.71
work+rest,80.0
rest,64.9
rest,64.9
rest,88.5
work,57.0
work,78.0
work,57.0
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,90.0
work,99.0
work,165.0
work,110.0
work,110.0
work,90.0
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,85.5
work+rest,148.0
work+rest,64.0
work+rest,64.9
rest,58.1
rest,80.0
rest,114.0
rest,72.0
work,72.0
work,145.0
work,171.0
work+rest,72.0
work+rest,148.0
rest,137.89
rest,82.0
rest,81.0
work,70.11
work,169.0
work,119.0
work+rest,97.3
work+rest,97.3
work+rest,97.3
work+rest,97.3
work+rest,97.3
work+rest,99.0
work+rest,97.3
work+rest,97.3
work+rest,97.3
work+rest,97.5
work+rest,109.5
work+rest,116.0
work+rest,97.3
work+rest,77.85
work+rest,125.0
work+rest,110.0
work+rest,72.0
work+rest,99.0
work+rest,118.71
work+rest,80.0
rest,59.0
rest,92.7
rest,60.9
rest,90.9
work+rest,77.84
rest,53.55
rest,72.98
work+rest,100.8
work+rest,64.8
