hotel,origin,adr
Resort Hotel,International,102.86
Resort Hotel,International,96.0
Resort Hotel,International,91.0
Resort Hotel,Portugal,51.0
Resort Hotel,International,40.0
Resort Hotel,International,38.0
Resort Hotel,International,75.0
Resort Hotel,International,95.0
Resort Hotel,International,126.0
Resort Hotel,International,35.0
Resort Hotel,International,74.0
Resort Hotel,International,40.0
Resort Hotel,Portugal,79.0
Resort Hotel,Portugal,35.0
Resort Hotel,Portugal,335.0
Resort Hotel,Portugal,60.0
Resort Hotel,International,49.0
Resort Hotel,International,14.0
Resort Hotel,International,35.0
Resort Hotel,International,39.0
Resort Hotel,Portugal,70.0
Resort Hotel,International,37.0
Resort Hotel,Portugal,42.0
Resort Hotel,International,45.0
Resort Hotel,International,27.0
Resort Hotel,Portugal,26.0
Resort Hotel,International,45.0
Resort Hotel,Portugal,30.0
Resort Hotel,International,42.4
Resort Hotel,International,45.0
Resort Hotel,International,35.0
Resort Hotel,Portugal,45.0
Resort Hotel,Portugal,30.0
Resort Hotel,Portugal,30.0
Resort Hotel,Portugal,30.0
Resort Hotel,Portugal,39.0
Resort Hotel,Portugal,42.0
Resort Hotel,Portugal,58.0
Resort Hotel,Portugal,58.0
Resort Hotel,International,34.0
Resort Hotel,International,39.0
Resort Hotel,Portugal,140.0
Resort Hotel,International,4.0
Resort Hotel,International,40.0
Resort Hotel,International,48.0
Resort Hotel,Portugal,40.0
Resort Hotel,Portugal,40.0
Resort Hotel,International,76.5
Resort Hotel,International,48.0
Resort Hotel,Portugal,85.0
Resort Hotel,Portugal,85.0
Resort Hotel,International,35.0
Resort Hotel,International,35.0
Resort Hotel,International,39.0
Resort Hotel,International,30.0
Resort Hotel,International,42.0
Resort Hotel,International,35.0
Resort Hotel,International,30.0
Resort Hotel,International,30.0
Resort Hotel,International,53.0
Resort Hotel,International,45.0
Resort Hotel,International,65.0
Resort Hotel,International,30.0
Resort Hotel,International,35.0
Resort Hotel,International,35.0
Resort Hotel,International,60.0
Resort Hotel,Portugal,40.0
Resort Hotel,Portugal,38.0
Resort Hotel,Portugal,39.0
Resort Hotel,Portugal,40.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,39.0
Resort Hotel,Portugal,35.0
Resort Hotel,International,55.0
Resort Hotel,Portugal,38.0
Resort Hotel,International,25.0
Resort Hotel,International,40.0
Resort Hotel,International,84.0
Resort Hotel,International,82.0
Resort Hotel,Portugal,38.0
Resort Hotel,Portugal,40.0
Resort Hotel,Portugal,40.0
Resort Hotel,International,46.0
Resort Hotel,International,40.0
Resort Hotel,International,63.0
Resort Hotel,Portugal,57.9
Resort Hotel,International,38.0
Resort Hotel,International,43.0
Resort Hotel,International,161.0
Resort Hotel,International,53.0
Resort Hotel,International,53.0
Resort Hotel,International,40.0
Resort Hotel,International,56.0
Resort Hotel,International,55.0
Resort Hotel,Portugal,38.0
Resort Hotel,Portugal,35.0
Resort Hotel,Portugal,65.0
Resort Hotel,International,58.0
Resort Hotel,International,61.0
Resort Hotel,International,55.0
Resort Hotel,International,45.0
Resort Hotel,International,82.35
Resort Hotel,International,48.0
Resort Hotel,International,56.0
Resort Hotel,International,75.0
Resort Hotel,International,42.0
Resort Hotel,International,36.0
Resort Hotel,International,35.0
Resort Hotel,International,35.0
Resort Hotel,International,56.0
Resort Hotel,Portugal,45.0
Resort Hotel,Portugal,37.6
Resort Hotel,Portugal,47.0
Resort Hotel,Portugal,34.4
Resort Hotel,Portugal,26.0
Resort Hotel,Portugal,35.0
Resort Hotel,International,25.0
Resort Hotel,International,69.0
Resort Hotel,Portugal,80.1
Resort Hotel,International,43.0
Resort Hotel,International,88.29
Resort Hotel,International,36.0
Resort Hotel,International,46.0
Resort Hotel,Portugal,65.4
Resort Hotel,International,41.0
Resort Hotel,International,40.0
Resort Hotel,Portugal,45.0
Resort Hotel,Portugal,33.0
Resort Hotel,International,35.0
Resort Hotel,International,38.0
Resort Hotel,Portugal,64.0
Resort Hotel,Portugal,202.5
Resort Hotel,Portugal,49.22
Resort Hotel,International,197.67
Resort Hotel,Portugal,176.0
Resort Hotel,Portugal,152.0
Resort Hotel,International,47.55
Resort Hotel,International,48.0
Resort Hotel,International,48.0
Resort Hotel,International,61.2
Resort Hotel,International,68.0
Resort Hotel,International,73.0
Resort Hotel,International,178.5
Resort Hotel,Portugal,70.0
Resort Hotel,International,158.33
Resort Hotel,Portugal,230.84
Resort Hotel,Portugal,82.0
Resort Hotel,Portugal,88.0
Resort Hotel,Portugal,67.0
Resort Hotel,International,106.2
Resort Hotel,International,37.0
Resort Hotel,International,27.0
Resort Hotel,International,29.0
Resort Hotel,International,30.0
Resort Hotel,International,35.0
Resort Hotel,International,45.0
Resort Hotel,Portugal,225.0
Resort Hotel,International,99.0
Resort Hotel,International,119.0
Resort Hotel,International,72.0
Resort Hotel,International,110.0
Resort Hotel,Portugal,245.5
Resort Hotel,International,68.4
Resort Hotel,International,113.4
Resort Hotel,International,57.0
Resort Hotel,Portugal,151.88
Resort Hotel,International,50.0
Resort Hotel,International,58.95
Resort Hotel,Portugal,75.0
Resort Hotel,Portugal,152.1
Resort Hotel,Portugal,112.7
Resort Hotel,Portugal,134.67
Resort Hotel,International,180.67
Resort Hotel,Portugal,191.0
Resort Hotel,Portugal,288.1
Resort Hotel,International,27.0
Resort Hotel,Portugal,175.4
Resort Hotel,Portugal,46.0
Resort Hotel,Portugal,275.25
Resort Hotel,Portugal,367.0
Resort Hotel,International,66.4
Resort Hotel,International,77.0
Resort Hotel,Portugal,153.67
Resort Hotel,Portugal,152.0
Resort Hotel,Portugal,30.0
Resort Hotel,Portugal,30.0
Resort Hotel,Portugal,72.0
Resort Hotel,International,165.0
Resort Hotel,Portugal,239.0
Resort Hotel,Portugal,154.0
Resort Hotel,International,143.0
Resort Hotel,Portugal,180.0
Resort Hotel,International,61.0
Resort Hotel,Portugal,229.5
Resort Hotel,Portugal,216.5
Resort Hotel,Portugal,251.0
Resort Hotel,Portugal,225.5
Resort Hotel,International,147.6
Resort Hotel,Portugal,232.0
Resort Hotel,Portugal,201.43
Resort Hotel,International,72.16
Resort Hotel,International,6.0
Resort Hotel,International,209.0
Resort Hotel,International,69.86
Resort Hotel,International,60.0
Resort Hotel,Portugal,142.5
Resort Hotel,International,166.0
Resort Hotel,Portugal,126.0
Resort Hotel,Portugal,70.0
Resort Hotel,International,64.9
Resort Hotel,Portugal,45.0
Resort Hotel,Portugal,46.4
Resort Hotel,Portugal,72.0
Resort Hotel,Portugal,34.4
Resort Hotel,International,34.4
Resort Hotel,Portugal,34.4
Resort Hotel,Portugal,60.0
Resort Hotel,Portugal,62.0
Resort Hotel,Portugal,109.0
Resort Hotel,Portugal,67.58
Resort Hotel,International,70.4
Resort Hotel,International,160.4
Resort Hotel,International,100.0
Resort Hotel,International,152.1
Resort Hotel,International,55.53
Resort Hotel,International,36.0
Resort Hotel,International,34.0
Resort Hotel,International,45.45
Resort Hotel,International,34.0
Resort Hotel,International,65.33
Resort Hotel,International,35.67
Resort Hotel,International,81.82
Resort Hotel,International,88.0
Resort Hotel,International,56.0
Resort Hotel,International,48.0
Resort Hotel,Portugal,110.0
Resort Hotel,Portugal,60.0
Resort Hotel,Portugal,30.0
Resort Hotel,International,68.15
Resort Hotel,International,48.0
Resort Hotel,International,35.0
Resort Hotel,Portugal,142.0
Resort Hotel,International,42.0
Resort Hotel,International,49.5
Resort Hotel,Portugal,47.0
Resort Hotel,International,39.0
Resort Hotel,International,45.0
Resort Hotel,International,38.0
Resort Hotel,Portugal,36.0
Resort Hotel,Portugal,38.0
Resort Hotel,Portugal,35.0
Resort Hotel,Portugal,35.1
Resort Hotel,Portugal,38.0
Resort Hotel,Portugal,44.0
Resort Hotel,Portugal,74.0
Resort Hotel,Portugal,36.0
Resort Hotel,Portugal,90.95
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,40.05
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,International,33.3
Resort Hotel,Portugal,59.91
Resort Hotel,Portugal,74.0
Resort Hotel,Portugal,186.0
Resort Hotel,Portugal,186.0
Resort Hotel,Portugal,244.0
Resort Hotel,Portugal,66.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,50.0
Resort Hotel,Portugal,79.74
Resort Hotel,Portugal,79.74
Resort Hotel,Portugal,129.33
Resort Hotel,Portugal,164.0
Resort Hotel,Portugal,196.0
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,199.0
Resort Hotel,Portugal,164.0
Resort Hotel,Portugal,166.0
Resort Hotel,Portugal,112.0
Resort Hotel,Portugal,188.96
Resort Hotel,Portugal,55.68
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,119.7
Resort Hotel,Portugal,99.0
Resort Hotel,Portugal,58.95
Resort Hotel,Portugal,93.6
Resort Hotel,Portugal,130.9
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,82.35
Resort Hotel,Portugal,8.0
Resort Hotel,Portugal,108.33
Resort Hotel,Portugal,49.95
Resort Hotel,Portugal,49.95
Resort Hotel,Portugal,49.95
Resort Hotel,Portugal,49.95
Resort Hotel,Portugal,49.95
Resort Hotel,Portugal,49.95
Resort Hotel,Portugal,49.95
Resort Hotel,Portugal,49.95
Resort Hotel,Portugal,49.95
Resort Hotel,Portugal,49.95
Resort Hotel,Portugal,38.0
Resort Hotel,Portugal,49.95
Resort Hotel,Portugal,49.95
Resort Hotel,Portugal,49.95
Resort Hotel,Portugal,49.95
Resort Hotel,Portugal,49.95
Resort Hotel,Portugal,49.95
Resort Hotel,Portugal,49.95
Resort Hotel,Portugal,49.95
Resort Hotel,Portugal,49.95
Resort Hotel,Portugal,49.95
Resort Hotel,Portugal,49.95
Resort Hotel,Portugal,49.95
Resort Hotel,Portugal,49.95
Resort Hotel,Portugal,49.95
Resort Hotel,Portugal,49.95
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,141.0
Resort Hotel,Portugal,58.95
Resort Hotel,Portugal,36.0
Resort Hotel,Portugal,118.35
Resort Hotel,Portugal,36.0
Resort Hotel,Portugal,112.0
Resort Hotel,Portugal,123.0
Resort Hotel,Portugal,110.7
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,126.86
Resort Hotel,Portugal,123.0
Resort Hotel,Portugal,110.7
Resort Hotel,Portugal,172.0
Resort Hotel,Portugal,237.0
Resort Hotel,Portugal,67.58
Resort Hotel,Portugal,67.58
Resort Hotel,Portugal,71.55
Resort Hotel,Portugal,42.0
Resort Hotel,Portugal,65.0
Resort Hotel,Portugal,46.4
Resort Hotel,International,89.2
Resort Hotel,International,89.2
Resort Hotel,International,89.2
Resort Hotel,International,89.2
Resort Hotel,International,89.2
Resort Hotel,International,89.2
Resort Hotel,International,89.2
Resort Hotel,International,89.2
Resort Hotel,International,89.2
Resort Hotel,International,89.2
Resort Hotel,International,89.2
Resort Hotel,International,89.2
Resort Hotel,International,89.2
Resort Hotel,International,89.2
Resort Hotel,International,89.2
Resort Hotel,Portugal,55.68
Resort Hotel,International,49.02
Resort Hotel,Portugal,120.6
Resort Hotel,Portugal,103.05
Resort Hotel,Portugal,88.98
Resort Hotel,Portugal,103.05
Resort Hotel,Portugal,119.7
Resort Hotel,Portugal,85.0
Resort Hotel,Portugal,79.2
Resort Hotel,Portugal,160.0
Resort Hotel,Portugal,207.0
Resort Hotel,Portugal,211.2
Resort Hotel,Portugal,210.5
Resort Hotel,Portugal,63.0
Resort Hotel,Portugal,29.0
Resort Hotel,Portugal,42.3
Resort Hotel,Portugal,44.1
Resort Hotel,Portugal,57.8
Resort Hotel,Portugal,63.9
Resort Hotel,Portugal,39.7
Resort Hotel,Portugal,39.0
Resort Hotel,Portugal,38.0
Resort Hotel,Portugal,39.6
Resort Hotel,Portugal,61.5
Resort Hotel,Portugal,61.5
Resort Hotel,Portugal,61.5
Resort Hotel,Portugal,61.5
Resort Hotel,International,75.0
Resort Hotel,Portugal,132.0
Resort Hotel,International,227.86
Resort Hotel,Portugal,75.0
Resort Hotel,International,75.0
Resort Hotel,Portugal,200.0
Resort Hotel,Portugal,73.75
Resort Hotel,Portugal,40.0
Resort Hotel,Portugal,39.0
Resort Hotel,Portugal,53.0
Resort Hotel,Portugal,78.57
Resort Hotel,Portugal,164.0
Resort Hotel,Portugal,119.7
Resort Hotel,Portugal,119.7
Resort Hotel,International,60.0
Resort Hotel,International,29.0
Resort Hotel,International,42.0
Resort Hotel,Portugal,35.0
Resort Hotel,Portugal,135.6
Resort Hotel,Portugal,135.6
Resort Hotel,Portugal,59.4
Resort Hotel,Portugal,39.6
Resort Hotel,Portugal,237.0
Resort Hotel,Portugal,166.0
Resort Hotel,Portugal,166.0
Resort Hotel,Portugal,120.6
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,48.0
Resort Hotel,Portugal,42.0
Resort Hotel,Portugal,42.0
Resort Hotel,Portugal,42.0
Resort Hotel,Portugal,30.0
Resort Hotel,Portugal,94.0
Resort Hotel,Portugal,123.0
Resort Hotel,Portugal,48.0
Resort Hotel,Portugal,38.0
Resort Hotel,Portugal,45.0
Resort Hotel,Portugal,36.0
Resort Hotel,Portugal,42.0
Resort Hotel,Portugal,125.9
Resort Hotel,Portugal,43.0
Resort Hotel,Portugal,54.0
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,36.0
Resort Hotel,Portugal,36.0
Resort Hotel,Portugal,36.0
Resort Hotel,Portugal,36.0
Resort Hotel,Portugal,36.0
Resort Hotel,Portugal,36.0
Resort Hotel,Portugal,36.0
Resort Hotel,Portugal,36.0
Resort Hotel,Portugal,36.0
Resort Hotel,Portugal,36.0
Resort Hotel,Portugal,36.0
Resort Hotel,Portugal,36.0
Resort Hotel,Portugal,36.0
Resort Hotel,Portugal,36.0
Resort Hotel,Portugal,36.0
Resort Hotel,Portugal,36.0
Resort Hotel,Portugal,36.0
Resort Hotel,Portugal,36.0
Resort Hotel,Portugal,36.0
Resort Hotel,Portugal,36.0
Resort Hotel,Portugal,61.65
Resort Hotel,Portugal,184.0
Resort Hotel,Portugal,48.0
Resort Hotel,Portugal,25.0
Resort Hotel,Portugal,25.0
Resort Hotel,Portugal,27.0
Resort Hotel,Portugal,39.0
Resort Hotel,Portugal,27.0
Resort Hotel,Portugal,39.0
Resort Hotel,Portugal,27.0
Resort Hotel,Portugal,71.55
Resort Hotel,Portugal,85.33
Resort Hotel,Portugal,120.02
Resort Hotel,Portugal,171.33
Resort Hotel,Portugal,134.51
Resort Hotel,Portugal,225.0
Resort Hotel,Portugal,48.0
Resort Hotel,Portugal,39.0
Resort Hotel,Portugal,114.0
Resort Hotel,Portugal,48.0
Resort Hotel,Portugal,39.0
Resort Hotel,Portugal,211.0
Resort Hotel,Portugal,73.8
Resort Hotel,Portugal,73.8
Resort Hotel,International,52.56
Resort Hotel,Portugal,88.0
Resort Hotel,Portugal,121.7
Resort Hotel,International,71.43
Resort Hotel,Portugal,178.0
Resort Hotel,Portugal,199.0
Resort Hotel,Portugal,45.0
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,42.0
Resort Hotel,Portugal,57.0
Resort Hotel,Portugal,65.0
Resort Hotel,Portugal,42.0
Resort Hotel,Portugal,30.0
Resort Hotel,Portugal,30.0
Resort Hotel,Portugal,35.0
Resort Hotel,Portugal,35.0
Resort Hotel,Portugal,35.0
Resort Hotel,Portugal,45.0
Resort Hotel,International,85.0
Resort Hotel,International,68.8
Resort Hotel,Portugal,80.0
Resort Hotel,Portugal,40.0
Resort Hotel,International,51.0
Resort Hotel,Portugal,92.1
Resort Hotel,Portugal,4.0
Resort Hotel,Portugal,81.0
Resort Hotel,Portugal,45.0
Resort Hotel,Portugal,46.0
Resort Hotel,Portugal,126.0
Resort Hotel,Portugal,47.0
Resort Hotel,Portugal,60.0
Resort Hotel,Portugal,70.0
Resort Hotel,Portugal,115.2
Resort Hotel,Portugal,147.6
Resort Hotel,Portugal,147.6
Resort Hotel,Portugal,25.0
Resort Hotel,Portugal,123.0
Resort Hotel,Portugal,80.86
Resort Hotel,Portugal,119.7
Resort Hotel,International,79.2
Resort Hotel,International,79.2
Resort Hotel,Portugal,126.1
Resort Hotel,Portugal,508.0
Resort Hotel,Portugal,90.95
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,38.0
Resort Hotel,Portugal,63.0
Resort Hotel,Portugal,65.0
Resort Hotel,Portugal,110.7
Resort Hotel,Portugal,173.21
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,107.1
Resort Hotel,Portugal,140.0
Resort Hotel,Portugal,140.0
Resort Hotel,Portugal,93.0
Resort Hotel,Portugal,98.5
Resort Hotel,Portugal,115.0
Resort Hotel,Portugal,112.5
Resort Hotel,Portugal,112.5
Resort Hotel,Portugal,147.0
Resort Hotel,Portugal,95.0
Resort Hotel,Portugal,91.35
Resort Hotel,Portugal,126.5
Resort Hotel,Portugal,143.5
Resort Hotel,Portugal,184.0
Resort Hotel,Portugal,88.4
Resort Hotel,Portugal,90.67
Resort Hotel,Portugal,129.0
Resort Hotel,Portugal,40.0
Resort Hotel,Portugal,40.0
Resort Hotel,Portugal,204.33
Resort Hotel,International,13.0
Resort Hotel,Portugal,88.4
Resort Hotel,Portugal,119.25
Resort Hotel,Portugal,35.0
Resort Hotel,Portugal,35.0
Resort Hotel,Portugal,30.5
Resort Hotel,Portugal,43.0
Resort Hotel,Portugal,60.0
Resort Hotel,Portugal,30.0
Resort Hotel,International,94.16
Resort Hotel,Portugal,99.7
Resort Hotel,Portugal,112.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,8.0
Resort Hotel,International,58.95
Resort Hotel,International,58.95
Resort Hotel,International,58.95
Resort Hotel,International,58.95
Resort Hotel,International,58.95
Resort Hotel,International,58.95
Resort Hotel,International,58.95
Resort Hotel,International,58.95
Resort Hotel,International,58.95
Resort Hotel,Portugal,58.95
Resort Hotel,Portugal,58.95
Resort Hotel,Portugal,58.95
Resort Hotel,Portugal,58.95
Resort Hotel,Portugal,58.95
Resort Hotel,Portugal,58.95
Resort Hotel,Portugal,58.95
Resort Hotel,Portugal,58.95
Resort Hotel,Portugal,58.95
Resort Hotel,Portugal,58.95
Resort Hotel,Portugal,58.95
Resort Hotel,Portugal,58.95
Resort Hotel,Portugal,58.95
Resort Hotel,Portugal,54.99
Resort Hotel,Portugal,54.99
Resort Hotel,Portugal,54.99
Resort Hotel,Portugal,54.99
Resort Hotel,Portugal,54.99
Resort Hotel,Portugal,54.99
Resort Hotel,Portugal,54.99
Resort Hotel,Portugal,54.99
Resort Hotel,Portugal,54.99
Resort Hotel,Portugal,54.99
Resort Hotel,Portugal,54.99
Resort Hotel,Portugal,54.99
Resort Hotel,Portugal,54.99
Resort Hotel,Portugal,54.99
Resort Hotel,Portugal,54.99
Resort Hotel,Portugal,54.99
Resort Hotel,Portugal,54.99
Resort Hotel,Portugal,54.99
Resort Hotel,Portugal,54.99
Resort Hotel,Portugal,54.99
Resort Hotel,Portugal,36.05
Resort Hotel,Portugal,36.05
Resort Hotel,Portugal,36.05
Resort Hotel,Portugal,36.05
Resort Hotel,Portugal,36.05
Resort Hotel,Portugal,36.05
Resort Hotel,Portugal,36.05
Resort Hotel,International,71.2
Resort Hotel,Portugal,164.0
Resort Hotel,Portugal,164.15
Resort Hotel,Portugal,82.88
Resort Hotel,Portugal,119.76
Resort Hotel,Portugal,134.0
Resort Hotel,International,45.0
Resort Hotel,Portugal,166.0
Resort Hotel,International,42.14
Resort Hotel,International,84.8
Resort Hotel,Portugal,35.0
Resort Hotel,Portugal,30.0
Resort Hotel,Portugal,30.0
Resort Hotel,Portugal,42.0
Resort Hotel,Portugal,42.0
Resort Hotel,Portugal,57.0
Resort Hotel,Portugal,42.0
Resort Hotel,Portugal,35.0
Resort Hotel,Portugal,35.0
Resort Hotel,Portugal,48.5
Resort Hotel,Portugal,90.25
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,34.0
Resort Hotel,Portugal,44.0
Resort Hotel,Portugal,71.0
Resort Hotel,Portugal,149.06
Resort Hotel,Portugal,35.0
Resort Hotel,Portugal,30.0
Resort Hotel,Portugal,30.0
Resort Hotel,Portugal,42.0
Resort Hotel,Portugal,45.0
Resort Hotel,Portugal,2.4
Resort Hotel,Portugal,42.0
Resort Hotel,Portugal,59.0
Resort Hotel,Portugal,7.0
Resort Hotel,Portugal,79.2
Resort Hotel,Portugal,123.0
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,126.0
Resort Hotel,Portugal,35.0
Resort Hotel,Portugal,44.0
Resort Hotel,Portugal,44.0
Resort Hotel,Portugal,40.0
Resort Hotel,Portugal,56.4
Resort Hotel,Portugal,101.0
Resort Hotel,Portugal,68.0
Resort Hotel,Portugal,48.0
Resort Hotel,Portugal,42.0
Resort Hotel,Portugal,38.0
Resort Hotel,Portugal,38.5
Resort Hotel,Portugal,48.5
Resort Hotel,Portugal,78.5
Resort Hotel,Portugal,38.5
Resort Hotel,International,55.68
Resort Hotel,Portugal,43.8
Resort Hotel,Portugal,51.0
Resort Hotel,Portugal,45.0
Resort Hotel,Portugal,49.67
Resort Hotel,Portugal,53.0
Resort Hotel,Portugal,63.5
Resort Hotel,International,73.92
Resort Hotel,Portugal,171.0
Resort Hotel,Portugal,55.68
Resort Hotel,Portugal,153.0
Resort Hotel,International,62.5
Resort Hotel,Portugal,201.0
Resort Hotel,Portugal,236.0
Resort Hotel,Portugal,154.0
Resort Hotel,International,153.0
Resort Hotel,International,79.59
Resort Hotel,Portugal,123.0
Resort Hotel,International,71.55
Resort Hotel,International,63.4
Resort Hotel,International,63.4
Resort Hotel,International,63.4
Resort Hotel,International,63.4
Resort Hotel,International,63.4
Resort Hotel,International,63.4
Resort Hotel,International,63.4
Resort Hotel,International,63.4
