previous_cancellations_group,adr
0 cancellations,72.0
0 cancellations,72.0
0 cancellations,72.0
0 cancellations,72.0
0 cancellations,42.65
0 cancellations,42.65
0 cancellations,42.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,60.0
0 cancellations,66.0
0 cancellations,81.0
0 cancellations,135.0
0 cancellations,45.89
0 cancellations,43.89
0 cancellations,40.0
0 cancellations,63.4
0 cancellations,40.0
0 cancellations,50.05
0 cancellations,81.0
0 cancellations,58.0
0 cancellations,81.0
0 cancellations,75.0
0 cancellations,46.75
0 cancellations,60.0
0 cancellations,44.8
0 cancellations,52.8
0 cancellations,52.8
0 cancellations,60.0
0 cancellations,54.9
0 cancellations,66.0
0 cancellations,54.9
0 cancellations,58.0
0 cancellations,58.0
0 cancellations,58.0
0 cancellations,34.85
0 cancellations,58.0
0 cancellations,54.0
0 cancellations,58.0
0 cancellations,57.0
0 cancellations,51.0
0 cancellations,39.0
0 cancellations,56.0
0 cancellations,43.89
0 cancellations,85.0
0 cancellations,107.5
0 cancellations,56.0
0 cancellations,68.0
0 cancellations,50.0
0 cancellations,43.89
0 cancellations,43.89
0 cancellations,43.89
0 cancellations,43.89
0 cancellations,52.8
0 cancellations,40.0
0 cancellations,81.0
0 cancellations,59.0
0 cancellations,96.0
0 cancellations,81.0
0 cancellations,81.0
0 cancellations,54.0
0 cancellations,39.0
0 cancellations,81.0
0 cancellations,58.0
0 cancellations,70.0
0 cancellations,40.5
0 cancellations,106.0
0 cancellations,46.0
0 cancellations,56.0
0 cancellations,46.75
0 cancellations,46.0
0 cancellations,48.0
1–2 cancellations,8.0
0 cancellations,67.0
0 cancellations,46.0
0 cancellations,81.0
0 cancellations,71.0
0 cancellations,140.0
0 cancellations,31.45
0 cancellations,46.0
0 cancellations,46.0
0 cancellations,48.61
0 cancellations,75.0
0 cancellations,66.0
0 cancellations,113.75
0 cancellations,81.0
0 cancellations,85.0
0 cancellations,62.1
0 cancellations,48.0
0 cancellations,48.0
0 cancellations,49.0
0 cancellations,49.0
0 cancellations,46.0
0 cancellations,51.9
0 cancellations,44.36
0 cancellations,47.79
0 cancellations,46.36
0 cancellations,76.6
0 cancellations,68.0
0 cancellations,50.0
0 cancellations,50.0
0 cancellations,58.25
0 cancellations,130.5
0 cancellations,66.0
0 cancellations,70.0
0 cancellations,67.5
0 cancellations,38.0
0 cancellations,90.0
0 cancellations,44.0
0 cancellations,75.0
0 cancellations,135.0
0 cancellations,73.76
0 cancellations,98.0
0 cancellations,75.0
0 cancellations,81.0
0 cancellations,81.0
0 cancellations,88.0
0 cancellations,67.0
0 cancellations,66.0
0 cancellations,81.0
0 cancellations,54.43
0 cancellations,121.0
0 cancellations,57.0
0 cancellations,110.83
0 cancellations,59.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,60.0
0 cancellations,60.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,60.0
0 cancellations,91.0
0 cancellations,66.0
0 cancellations,48.0
0 cancellations,68.0
0 cancellations,68.0
0 cancellations,146.71
0 cancellations,60.87
0 cancellations,75.0
0 cancellations,57.76
0 cancellations,85.0
0 cancellations,52.36
0 cancellations,65.0
0 cancellations,70.0
0 cancellations,102.43
0 cancellations,57.0
0 cancellations,95.0
0 cancellations,93.0
0 cancellations,60.0
0 cancellations,40.0
0 cancellations,40.0
0 cancellations,46.0
0 cancellations,49.0
0 cancellations,49.0
0 cancellations,40.0
0 cancellations,46.0
0 cancellations,42.0
0 cancellations,49.0
0 cancellations,49.0
0 cancellations,40.0
0 cancellations,39.4
0 cancellations,49.0
0 cancellations,40.0
0 cancellations,101.0
0 cancellations,50.33
0 cancellations,120.0
0 cancellations,145.5
0 cancellations,75.0
0 cancellations,64.0
0 cancellations,90.0
0 cancellations,40.0
0 cancellations,47.0
0 cancellations,49.0
0 cancellations,90.0
0 cancellations,75.0
0 cancellations,140.0
0 cancellations,85.5
0 cancellations,75.6
0 cancellations,46.0
0 cancellations,120.0
0 cancellations,88.0
0 cancellations,147.0
0 cancellations,216.0
0 cancellations,331.0
0 cancellations,88.0
0 cancellations,231.0
0 cancellations,174.0
0 cancellations,49.0
0 cancellations,49.0
0 cancellations,46.0
0 cancellations,49.0
0 cancellations,47.0
0 cancellations,55.0
0 cancellations,57.75
0 cancellations,9.71
0 cancellations,49.0
0 cancellations,55.0
0 cancellations,49.0
0 cancellations,49.0
0 cancellations,49.0
0 cancellations,55.0
0 cancellations,49.0
0 cancellations,49.0
0 cancellations,79.0
0 cancellations,89.0
0 cancellations,49.0
0 cancellations,55.0
0 cancellations,49.0
0 cancellations,49.0
0 cancellations,49.0
0 cancellations,49.0
0 cancellations,49.0
0 cancellations,79.0
0 cancellations,49.0
0 cancellations,49.0
0 cancellations,49.0
0 cancellations,59.0
0 cancellations,49.0
0 cancellations,49.0
0 cancellations,49.0
0 cancellations,6.0
0 cancellations,49.0
0 cancellations,144.75
0 cancellations,58.71
0 cancellations,57.0
0 cancellations,49.0
0 cancellations,118.0
0 cancellations,46.0
0 cancellations,40.0
0 cancellations,6.0
0 cancellations,49.0
0 cancellations,10.0
0 cancellations,100.0
0 cancellations,72.75
0 cancellations,72.56
0 cancellations,83.0
0 cancellations,53.57
0 cancellations,55.0
0 cancellations,50.5
0 cancellations,49.0
0 cancellations,51.0
0 cancellations,64.0
0 cancellations,45.2
0 cancellations,40.0
0 cancellations,58.0
0 cancellations,39.0
0 cancellations,62.3
0 cancellations,81.0
0 cancellations,49.0
0 cancellations,50.6
0 cancellations,75.76
0 cancellations,58.0
0 cancellations,55.0
0 cancellations,46.8
0 cancellations,50.0
0 cancellations,35.0
0 cancellations,54.9
0 cancellations,39.0
0 cancellations,71.2
0 cancellations,89.0
0 cancellations,37.31
0 cancellations,63.5
0 cancellations,52.36
0 cancellations,55.0
0 cancellations,66.0
0 cancellations,75.0
0 cancellations,63.75
0 cancellations,81.62
0 cancellations,60.46
0 cancellations,37.31
0 cancellations,60.0
0 cancellations,75.0
0 cancellations,115.0
0 cancellations,75.0
0 cancellations,115.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,115.0
0 cancellations,75.0
0 cancellations,42.0
0 cancellations,35.0
0 cancellations,67.0
0 cancellations,60.0
0 cancellations,60.0
0 cancellations,75.0
0 cancellations,65.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,95.0
0 cancellations,95.0
0 cancellations,77.0
0 cancellations,65.0
0 cancellations,115.0
0 cancellations,66.0
0 cancellations,61.0
0 cancellations,98.14
0 cancellations,99.3
0 cancellations,60.0
0 cancellations,40.0
0 cancellations,96.0
0 cancellations,78.0
0 cancellations,95.0
0 cancellations,60.0
0 cancellations,4.5
0 cancellations,115.0
0 cancellations,89.78
0 cancellations,89.78
0 cancellations,104.71
0 cancellations,94.71
0 cancellations,72.0
0 cancellations,55.0
0 cancellations,123.41
0 cancellations,73.44
0 cancellations,66.0
0 cancellations,48.75
0 cancellations,42.43
0 cancellations,79.0
0 cancellations,63.4
0 cancellations,79.0
0 cancellations,75.0
0 cancellations,39.0
0 cancellations,60.0
0 cancellations,58.8
0 cancellations,52.8
0 cancellations,52.8
0 cancellations,39.0
0 cancellations,48.0
0 cancellations,54.9
0 cancellations,54.9
0 cancellations,88.0
0 cancellations,46.0
0 cancellations,46.0
0 cancellations,66.0
0 cancellations,54.9
0 cancellations,88.0
0 cancellations,94.0
0 cancellations,54.0
0 cancellations,76.4
0 cancellations,50.05
0 cancellations,48.0
0 cancellations,61.2
0 cancellations,61.2
0 cancellations,100.5
0 cancellations,81.5
0 cancellations,81.5
0 cancellations,63.4
0 cancellations,46.0
0 cancellations,48.0
0 cancellations,97.0
0 cancellations,52.71
0 cancellations,52.71
0 cancellations,63.0
0 cancellations,41.33
0 cancellations,47.0
0 cancellations,50.18
0 cancellations,96.0
0 cancellations,63.4
0 cancellations,46.0
0 cancellations,39.0
0 cancellations,68.0
0 cancellations,70.0
0 cancellations,40.19
0 cancellations,40.19
0 cancellations,81.0
0 cancellations,40.8
0 cancellations,40.8
0 cancellations,45.0
0 cancellations,41.5
0 cancellations,41.4
0 cancellations,151.0
0 cancellations,61.0
0 cancellations,95.53
0 cancellations,50.0
0 cancellations,80.0
0 cancellations,43.65
0 cancellations,70.2
0 cancellations,100.0
0 cancellations,84.95
0 cancellations,136.0
0 cancellations,171.0
0 cancellations,65.0
0 cancellations,78.0
0 cancellations,58.8
0 cancellations,58.8
0 cancellations,42.0
0 cancellations,58.0
0 cancellations,74.75
0 cancellations,96.0
0 cancellations,48.0
0 cancellations,46.0
0 cancellations,96.4
0 cancellations,66.6
0 cancellations,90.95
0 cancellations,65.75
0 cancellations,105.75
0 cancellations,73.5
0 cancellations,42.86
0 cancellations,36.0
0 cancellations,55.0
0 cancellations,46.0
0 cancellations,46.0
0 cancellations,46.0
0 cancellations,111.0
0 cancellations,128.14
0 cancellations,58.0
0 cancellations,49.5
0 cancellations,57.0
0 cancellations,82.28
0 cancellations,75.0
0 cancellations,70.0
0 cancellations,90.0
0 cancellations,75.0
0 cancellations,69.71
0 cancellations,49.0
0 cancellations,49.0
0 cancellations,46.0
0 cancellations,139.0
0 cancellations,60.0
0 cancellations,46.0
0 cancellations,49.0
0 cancellations,66.0
0 cancellations,183.0
0 cancellations,119.0
0 cancellations,76.0
0 cancellations,49.0
0 cancellations,74.61
0 cancellations,72.0
0 cancellations,95.0
0 cancellations,74.9
0 cancellations,68.0
0 cancellations,117.0
0 cancellations,41.76
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,74.9
0 cancellations,70.0
0 cancellations,48.0
0 cancellations,47.5
0 cancellations,58.0
0 cancellations,70.0
0 cancellations,71.0
0 cancellations,85.0
0 cancellations,78.0
0 cancellations,78.0
0 cancellations,92.5
0 cancellations,85.0
0 cancellations,92.5
0 cancellations,46.0
0 cancellations,51.0
0 cancellations,85.0
0 cancellations,129.45
0 cancellations,79.2
0 cancellations,111.2
0 cancellations,96.13
0 cancellations,36.0
0 cancellations,51.0
0 cancellations,36.0
0 cancellations,39.4
0 cancellations,63.0
0 cancellations,70.0
0 cancellations,122.67
0 cancellations,94.64
0 cancellations,63.0
0 cancellations,70.0
0 cancellations,178.0
0 cancellations,81.0
0 cancellations,37.4
0 cancellations,63.0
0 cancellations,78.0
0 cancellations,72.4
0 cancellations,59.0
0 cancellations,68.0
0 cancellations,70.2
0 cancellations,52.0
0 cancellations,58.5
0 cancellations,69.68
0 cancellations,38.0
0 cancellations,44.0
0 cancellations,38.0
0 cancellations,44.0
0 cancellations,44.0
0 cancellations,55.0
0 cancellations,38.0
0 cancellations,36.0
0 cancellations,38.0
0 cancellations,115.0
0 cancellations,61.0
0 cancellations,90.0
0 cancellations,44.0
0 cancellations,38.0
0 cancellations,51.2
0 cancellations,68.0
0 cancellations,68.0
0 cancellations,136.67
0 cancellations,58.0
0 cancellations,70.0
0 cancellations,145.0
0 cancellations,38.0
0 cancellations,55.0
0 cancellations,80.57
0 cancellations,120.0
0 cancellations,62.0
0 cancellations,38.0
0 cancellations,44.0
0 cancellations,58.22
0 cancellations,74.0
0 cancellations,94.0
0 cancellations,74.0
0 cancellations,94.0
0 cancellations,66.0
0 cancellations,41.0
0 cancellations,138.33
0 cancellations,66.0
0 cancellations,66.0
0 cancellations,93.0
0 cancellations,44.0
0 cancellations,74.0
0 cancellations,44.0
0 cancellations,71.0
0 cancellations,46.0
0 cancellations,80.5
0 cancellations,66.0
0 cancellations,66.0
0 cancellations,55.0
0 cancellations,38.0
0 cancellations,49.5
0 cancellations,54.2
0 cancellations,38.0
0 cancellations,145.0
0 cancellations,38.0
0 cancellations,38.0
0 cancellations,105.0
0 cancellations,79.2
0 cancellations,79.2
0 cancellations,60.0
0 cancellations,40.0
0 cancellations,40.0
0 cancellations,66.0
0 cancellations,71.2
0 cancellations,32.34
0 cancellations,47.4
0 cancellations,77.4
0 cancellations,77.4
0 cancellations,79.4
0 cancellations,64.0
0 cancellations,48.95
0 cancellations,58.4
0 cancellations,57.97
0 cancellations,55.0
0 cancellations,29.0
0 cancellations,6.0
0 cancellations,58.0
0 cancellations,46.4
0 cancellations,76.0
0 cancellations,38.0
0 cancellations,44.0
0 cancellations,60.0
0 cancellations,135.0
0 cancellations,145.0
0 cancellations,150.0
0 cancellations,55.0
0 cancellations,108.0
0 cancellations,46.98
0 cancellations,46.17
0 cancellations,38.0
0 cancellations,66.0
0 cancellations,71.23
0 cancellations,66.0
0 cancellations,76.0
0 cancellations,56.73
0 cancellations,41.57
0 cancellations,66.0
0 cancellations,58.0
0 cancellations,69.67
0 cancellations,38.0
0 cancellations,37.8
0 cancellations,81.66
0 cancellations,102.93
0 cancellations,29.0
0 cancellations,70.0
0 cancellations,43.9
0 cancellations,43.9
0 cancellations,118.5
0 cancellations,55.0
0 cancellations,38.46
0 cancellations,49.94
0 cancellations,70.45
0 cancellations,70.45
0 cancellations,60.64
0 cancellations,114.6
0 cancellations,69.12
0 cancellations,45.0
0 cancellations,65.75
0 cancellations,58.4
0 cancellations,139.05
0 cancellations,42.81
0 cancellations,79.66
0 cancellations,105.8
0 cancellations,50.84
0 cancellations,55.0
0 cancellations,118.84
0 cancellations,49.9
0 cancellations,55.0
0 cancellations,66.0
0 cancellations,53.41
0 cancellations,80.0
0 cancellations,43.8
0 cancellations,57.92
0 cancellations,62.5
0 cancellations,79.0
0 cancellations,62.5
0 cancellations,43.89
0 cancellations,93.5
0 cancellations,55.1
0 cancellations,77.36
0 cancellations,52.4
0 cancellations,64.8
0 cancellations,30.0
0 cancellations,39.6
0 cancellations,34.4
0 cancellations,56.0
0 cancellations,91.85
0 cancellations,54.08
0 cancellations,60.0
0 cancellations,37.8
0 cancellations,37.8
0 cancellations,55.8
0 cancellations,100.27
0 cancellations,42.6
0 cancellations,42.6
0 cancellations,55.8
0 cancellations,80.0
0 cancellations,75.0
0 cancellations,60.71
0 cancellations,60.71
0 cancellations,62.71
0 cancellations,54.0
0 cancellations,78.0
0 cancellations,40.54
0 cancellations,65.44
0 cancellations,52.18
0 cancellations,89.59
0 cancellations,41.4
0 cancellations,85.0
0 cancellations,37.8
0 cancellations,49.17
0 cancellations,66.44
0 cancellations,52.4
0 cancellations,70.8
0 cancellations,64.8
0 cancellations,67.35
0 cancellations,45.0
0 cancellations,44.0
0 cancellations,35.0
1–2 cancellations,75.0
0 cancellations,27.0
0 cancellations,27.0
0 cancellations,67.22
0 cancellations,59.22
0 cancellations,38.0
0 cancellations,33.0
0 cancellations,43.2
0 cancellations,43.2
0 cancellations,30.0
0 cancellations,80.33
0 cancellations,38.0
0 cancellations,38.0
0 cancellations,38.0
0 cancellations,38.0
0 cancellations,38.0
0 cancellations,38.0
0 cancellations,30.4
0 cancellations,38.0
0 cancellations,38.0
0 cancellations,48.4
0 cancellations,37.8
0 cancellations,63.47
0 cancellations,75.0
0 cancellations,100.0
0 cancellations,72.9
0 cancellations,38.0
0 cancellations,62.88
0 cancellations,61.8
0 cancellations,59.04
0 cancellations,61.8
0 cancellations,128.7
0 cancellations,53.1
0 cancellations,44.14
0 cancellations,70.45
0 cancellations,62.0
0 cancellations,70.45
0 cancellations,52.86
0 cancellations,52.86
0 cancellations,35.0
0 cancellations,41.57
0 cancellations,29.0
0 cancellations,55.43
0 cancellations,92.63
0 cancellations,68.43
0 cancellations,56.57
0 cancellations,43.0
0 cancellations,38.88
0 cancellations,46.51
0 cancellations,44.88
0 cancellations,50.57
0 cancellations,33.0
0 cancellations,37.8
0 cancellations,51.84
0 cancellations,70.0
0 cancellations,52.4
0 cancellations,51.43
0 cancellations,67.19
0 cancellations,61.19
0 cancellations,48.0
0 cancellations,74.49
0 cancellations,55.65
0 cancellations,74.49
0 cancellations,49.5
0 cancellations,33.68
0 cancellations,46.69
0 cancellations,96.0
0 cancellations,66.48
0 cancellations,49.7
0 cancellations,71.0
0 cancellations,51.04
0 cancellations,78.43
0 cancellations,37.14
0 cancellations,50.57
0 cancellations,90.96
0 cancellations,30.6
0 cancellations,39.21
0 cancellations,95.71
0 cancellations,87.48
0 cancellations,40.68
0 cancellations,40.68
0 cancellations,96.0
0 cancellations,56.57
0 cancellations,44.28
0 cancellations,40.85
0 cancellations,59.26
0 cancellations,35.0
0 cancellations,83.5
0 cancellations,73.92
0 cancellations,41.57
0 cancellations,54.0
0 cancellations,70.0
0 cancellations,70.0
0 cancellations,40.03
0 cancellations,51.47
0 cancellations,72.0
0 cancellations,30.6
0 cancellations,29.0
0 cancellations,89.0
0 cancellations,54.0
0 cancellations,70.0
0 cancellations,52.4
0 cancellations,60.0
0 cancellations,70.0
0 cancellations,84.0
0 cancellations,104.0
0 cancellations,39.15
0 cancellations,72.0
0 cancellations,72.0
0 cancellations,93.0
0 cancellations,72.0
0 cancellations,89.1
0 cancellations,55.8
0 cancellations,37.8
0 cancellations,75.0
0 cancellations,35.0
0 cancellations,72.0
0 cancellations,55.44
0 cancellations,55.0
0 cancellations,41.57
0 cancellations,48.0
0 cancellations,55.8
0 cancellations,55.8
0 cancellations,55.8
0 cancellations,55.8
0 cancellations,37.8
0 cancellations,66.0
0 cancellations,105.0
0 cancellations,74.0
0 cancellations,37.8
0 cancellations,55.3
0 cancellations,52.4
0 cancellations,29.0
0 cancellations,29.0
0 cancellations,88.0
0 cancellations,68.0
0 cancellations,32.8
0 cancellations,69.04
0 cancellations,32.8
0 cancellations,28.71
0 cancellations,30.24
0 cancellations,60.0
0 cancellations,32.31
0 cancellations,29.0
0 cancellations,58.0
0 cancellations,58.65
0 cancellations,33.6
0 cancellations,52.0
0 cancellations,35.0
0 cancellations,68.0
0 cancellations,62.9
0 cancellations,33.26
0 cancellations,60.0
0 cancellations,84.8
0 cancellations,61.5
0 cancellations,33.3
0 cancellations,52.4
0 cancellations,65.14
0 cancellations,70.0
0 cancellations,64.8
0 cancellations,32.8
0 cancellations,61.8
0 cancellations,81.0
0 cancellations,33.26
0 cancellations,33.26
0 cancellations,30.6
0 cancellations,30.6
0 cancellations,35.0
0 cancellations,62.83
0 cancellations,51.0
0 cancellations,45.0
0 cancellations,53.46
0 cancellations,97.0
0 cancellations,64.5
0 cancellations,58.5
0 cancellations,36.5
0 cancellations,59.9
0 cancellations,52.8
0 cancellations,34.0
0 cancellations,30.6
0 cancellations,43.2
0 cancellations,88.8
0 cancellations,70.0
0 cancellations,52.36
0 cancellations,30.24
0 cancellations,37.8
0 cancellations,41.0
0 cancellations,70.0
0 cancellations,57.76
0 cancellations,84.3
0 cancellations,87.0
0 cancellations,64.8
0 cancellations,35.0
0 cancellations,76.0
0 cancellations,55.8
0 cancellations,69.94
0 cancellations,71.94
0 cancellations,60.24
0 cancellations,43.8
0 cancellations,87.65
0 cancellations,42.0
0 cancellations,102.8
0 cancellations,45.77
0 cancellations,52.4
0 cancellations,46.8
0 cancellations,96.0
0 cancellations,41.85
0 cancellations,36.04
0 cancellations,74.8
0 cancellations,42.0
0 cancellations,47.24
0 cancellations,57.97
0 cancellations,30.0
0 cancellations,30.0
0 cancellations,52.4
0 cancellations,35.0
0 cancellations,76.96
0 cancellations,54.86
0 cancellations,82.0
0 cancellations,60.0
0 cancellations,61.0
0 cancellations,64.8
0 cancellations,70.11
0 cancellations,42.0
0 cancellations,48.47
0 cancellations,46.43
0 cancellations,66.0
0 cancellations,52.4
0 cancellations,37.8
0 cancellations,37.8
0 cancellations,73.0
0 cancellations,29.11
0 cancellations,62.48
0 cancellations,30.0
0 cancellations,88.8
0 cancellations,60.48
0 cancellations,37.8
0 cancellations,58.4
0 cancellations,54.8
0 cancellations,60.0
0 cancellations,56.0
0 cancellations,61.2
0 cancellations,44.0
0 cancellations,43.2
0 cancellations,49.5
0 cancellations,63.0
0 cancellations,30.0
0 cancellations,42.0
0 cancellations,32.24
0 cancellations,70.56
0 cancellations,60.0
0 cancellations,68.33
0 cancellations,75.0
0 cancellations,44.0
0 cancellations,32.0
0 cancellations,37.8
0 cancellations,41.4
0 cancellations,37.8
0 cancellations,41.4
0 cancellations,70.0
0 cancellations,33.0
0 cancellations,27.0
0 cancellations,27.0
0 cancellations,33.0
0 cancellations,96.0
0 cancellations,30.71
0 cancellations,44.15
0 cancellations,96.0
0 cancellations,90.0
0 cancellations,38.7
0 cancellations,54.0
0 cancellations,79.8
0 cancellations,55.71
0 cancellations,37.8
0 cancellations,36.04
0 cancellations,91.06
0 cancellations,85.0
0 cancellations,60.0
0 cancellations,80.22
0 cancellations,46.8
0 cancellations,105.0
0 cancellations,30.03
0 cancellations,35.0
0 cancellations,37.8
0 cancellations,38.11
0 cancellations,82.0
0 cancellations,54.0
0 cancellations,68.4
0 cancellations,39.51
0 cancellations,54.0
0 cancellations,37.8
0 cancellations,54.0
0 cancellations,35.0
0 cancellations,37.8
0 cancellations,37.8
0 cancellations,37.8
0 cancellations,37.8
0 cancellations,96.0
0 cancellations,60.3
0 cancellations,100.0
0 cancellations,85.0
0 cancellations,29.0
0 cancellations,68.04
0 cancellations,83.06
0 cancellations,29.0
0 cancellations,30.24
0 cancellations,46.8
0 cancellations,30.24
0 cancellations,65.0
0 cancellations,46.8
0 cancellations,37.8
0 cancellations,53.2
0 cancellations,57.47
0 cancellations,35.0
0 cancellations,37.8
0 cancellations,46.8
0 cancellations,78.25
0 cancellations,55.0
0 cancellations,106.0
0 cancellations,37.0
0 cancellations,43.8
0 cancellations,57.8
0 cancellations,52.8
0 cancellations,37.8
0 cancellations,36.24
0 cancellations,30.24
0 cancellations,55.8
0 cancellations,76.0
0 cancellations,37.8
0 cancellations,36.1
0 cancellations,55.8
0 cancellations,79.8
0 cancellations,64.8
0 cancellations,31.95
0 cancellations,33.26
0 cancellations,46.8
0 cancellations,143.97
0 cancellations,85.0
0 cancellations,40.1
0 cancellations,64.9
0 cancellations,75.6
0 cancellations,37.8
0 cancellations,30.24
0 cancellations,37.8
0 cancellations,61.58
0 cancellations,64.8
0 cancellations,70.8
0 cancellations,37.8
0 cancellations,81.0
0 cancellations,85.0
0 cancellations,74.17
0 cancellations,46.8
0 cancellations,85.0
0 cancellations,114.4
0 cancellations,93.0
0 cancellations,57.75
0 cancellations,46.8
0 cancellations,175.0
0 cancellations,37.8
0 cancellations,37.8
0 cancellations,37.8
0 cancellations,82.8
0 cancellations,54.0
0 cancellations,37.8
0 cancellations,50.02
0 cancellations,29.0
0 cancellations,41.57
0 cancellations,47.7
0 cancellations,37.8
0 cancellations,113.0
0 cancellations,75.0
0 cancellations,76.5
0 cancellations,65.8
0 cancellations,67.71
0 cancellations,77.18
0 cancellations,53.32
0 cancellations,71.67
0 cancellations,43.0
0 cancellations,60.65
0 cancellations,37.8
0 cancellations,58.4
0 cancellations,52.8
0 cancellations,39.51
0 cancellations,89.77
0 cancellations,37.8
0 cancellations,68.15
0 cancellations,65.0
0 cancellations,52.4
0 cancellations,46.7
0 cancellations,63.28
0 cancellations,37.8
0 cancellations,37.8
0 cancellations,37.8
0 cancellations,87.0
0 cancellations,59.12
0 cancellations,48.0
0 cancellations,65.0
0 cancellations,37.8
0 cancellations,48.0
0 cancellations,88.68
0 cancellations,60.48
0 cancellations,46.8
0 cancellations,37.44
0 cancellations,37.8
0 cancellations,37.8
0 cancellations,43.0
0 cancellations,43.0
0 cancellations,43.0
0 cancellations,30.0
0 cancellations,30.0
0 cancellations,30.0
0 cancellations,30.0
0 cancellations,42.97
0 cancellations,58.98
0 cancellations,56.0
0 cancellations,46.8
0 cancellations,37.8
0 cancellations,51.0
0 cancellations,46.8
0 cancellations,60.0
0 cancellations,60.0
0 cancellations,46.2
0 cancellations,80.0
0 cancellations,29.0
0 cancellations,79.0
0 cancellations,48.0
0 cancellations,48.0
0 cancellations,60.0
0 cancellations,111.0
0 cancellations,62.7
0 cancellations,65.0
0 cancellations,34.86
0 cancellations,64.8
0 cancellations,64.8
0 cancellations,64.8
0 cancellations,46.8
0 cancellations,29.0
0 cancellations,64.8
0 cancellations,30.24
0 cancellations,39.6
0 cancellations,30.6
0 cancellations,26.1
0 cancellations,64.6
0 cancellations,30.0
0 cancellations,52.0
0 cancellations,39.4
0 cancellations,37.8
0 cancellations,29.0
0 cancellations,48.0
0 cancellations,41.0
0 cancellations,48.0
0 cancellations,94.0
0 cancellations,95.0
0 cancellations,68.0
0 cancellations,37.8
0 cancellations,35.12
0 cancellations,89.71
0 cancellations,116.0
0 cancellations,37.37
0 cancellations,83.71
0 cancellations,48.0
0 cancellations,48.0
0 cancellations,37.8
0 cancellations,37.8
0 cancellations,35.0
0 cancellations,48.0
0 cancellations,48.0
0 cancellations,43.88
0 cancellations,54.9
0 cancellations,63.1
0 cancellations,40.0
0 cancellations,45.1
0 cancellations,42.04
0 cancellations,60.0
0 cancellations,66.6
0 cancellations,60.0
0 cancellations,79.0
0 cancellations,33.0
0 cancellations,48.0
0 cancellations,86.0
0 cancellations,55.8
0 cancellations,30.6
0 cancellations,63.0
0 cancellations,111.0
0 cancellations,50.05
0 cancellations,65.86
0 cancellations,41.0
0 cancellations,38.5
0 cancellations,42.0
0 cancellations,40.0
0 cancellations,108.5
0 cancellations,111.0
0 cancellations,76.0
0 cancellations,29.0
0 cancellations,55.8
0 cancellations,34.0
0 cancellations,60.0
0 cancellations,82.8
0 cancellations,35.0
0 cancellations,30.0
0 cancellations,35.0
0 cancellations,54.0
0 cancellations,29.0
0 cancellations,61.8
0 cancellations,52.4
0 cancellations,36.29
0 cancellations,37.8
0 cancellations,50.68
0 cancellations,48.0
0 cancellations,56.0
0 cancellations,37.8
0 cancellations,37.8
0 cancellations,60.0
0 cancellations,59.4
0 cancellations,59.4
0 cancellations,54.47
0 cancellations,85.8
0 cancellations,47.0
0 cancellations,54.0
0 cancellations,39.6
0 cancellations,66.0
0 cancellations,29.41
0 cancellations,66.0
0 cancellations,47.0
0 cancellations,34.0
0 cancellations,66.0
0 cancellations,77.18
0 cancellations,47.0
0 cancellations,85.0
0 cancellations,65.4
0 cancellations,80.0
0 cancellations,53.4
0 cancellations,66.0
0 cancellations,40.7
0 cancellations,48.0
0 cancellations,27.0
0 cancellations,27.0
0 cancellations,73.8
0 cancellations,60.0
0 cancellations,30.0
0 cancellations,30.0
0 cancellations,43.0
0 cancellations,64.6
0 cancellations,35.0
0 cancellations,42.0
0 cancellations,67.8
0 cancellations,61.2
0 cancellations,30.0
0 cancellations,48.8
0 cancellations,56.24
0 cancellations,43.0
0 cancellations,30.24
0 cancellations,48.0
0 cancellations,60.0
0 cancellations,73.8
0 cancellations,73.8
0 cancellations,43.8
0 cancellations,55.8
0 cancellations,42.97
0 cancellations,55.8
0 cancellations,30.24
0 cancellations,54.56
0 cancellations,30.6
0 cancellations,52.0
0 cancellations,51.84
0 cancellations,57.8
0 cancellations,57.39
0 cancellations,55.8
0 cancellations,37.71
0 cancellations,105.0
0 cancellations,108.0
0 cancellations,63.26
0 cancellations,57.4
0 cancellations,111.0
0 cancellations,130.0
0 cancellations,43.8
0 cancellations,71.0
0 cancellations,71.0
0 cancellations,65.0
0 cancellations,60.0
0 cancellations,74.05
0 cancellations,29.0
0 cancellations,44.0
0 cancellations,30.6
0 cancellations,60.0
0 cancellations,66.0
0 cancellations,60.0
0 cancellations,29.0
0 cancellations,30.6
0 cancellations,60.0
0 cancellations,65.77
0 cancellations,38.88
0 cancellations,29.0
0 cancellations,29.0
0 cancellations,57.64
0 cancellations,50.44
0 cancellations,29.0
0 cancellations,52.4
0 cancellations,54.0
0 cancellations,26.99
0 cancellations,26.99
0 cancellations,26.99
0 cancellations,82.51
0 cancellations,49.71
0 cancellations,65.0
0 cancellations,8.0
0 cancellations,29.0
0 cancellations,51.84
0 cancellations,29.0
0 cancellations,68.4
0 cancellations,68.47
0 cancellations,55.8
0 cancellations,46.8
0 cancellations,71.0
