hotel,adr
Resort Hotel,114.0
Resort Hotel,114.0
Resort Hotel,114.0
Resort Hotel,100.25
Resort Hotel,114.0
Resort Hotel,114.0
Resort Hotel,100.25
Resort Hotel,100.25
Resort Hotel,100.25
Resort Hotel,114.0
Resort Hotel,92.4
Resort Hotel,120.0
Resort Hotel,148.0
Resort Hotel,98.4
Resort Hotel,208.5
Resort Hotel,175.5
Resort Hotel,50.63
Resort Hotel,56.1
Resort Hotel,208.33
Resort Hotel,158.33
Resort Hotel,225.0
Resort Hotel,192.67
Resort Hotel,55.06
Resort Hotel,81.9
Resort Hotel,171.94
Resort Hotel,111.0
Resort Hotel,166.67
Resort Hotel,176.0
Resort Hotel,82.31
Resort Hotel,159.0
Resort Hotel,150.0
Resort Hotel,156.0
Resort Hotel,162.0
Resort Hotel,168.0
Resort Hotel,172.67
Resort Hotel,101.87
Resort Hotel,100.67
Resort Hotel,84.83
Resort Hotel,150.0
Resort Hotel,154.69
Resort Hotel,137.33
Resort Hotel,84.0
Resort Hotel,95.0
Resort Hotel,106.0
Resort Hotel,71.0
Resort Hotel,157.6
Resort Hotel,119.5
Resort Hotel,157.67
Resort Hotel,51.02
Resort Hotel,84.5
Resort Hotel,42.0
Resort Hotel,87.8
Resort Hotel,64.0
Resort Hotel,326.33
Resort Hotel,48.0
Resort Hotel,48.0
Resort Hotel,78.19
Resort Hotel,78.19
Resort Hotel,126.27
Resort Hotel,54.0
Resort Hotel,44.0
Resort Hotel,87.45
Resort Hotel,134.14
Resort Hotel,134.14
Resort Hotel,57.53
Resort Hotel,94.89
Resort Hotel,34.0
Resort Hotel,48.0
Resort Hotel,51.69
Resort Hotel,45.69
Resort Hotel,68.0
Resort Hotel,41.0
Resort Hotel,62.0
Resort Hotel,64.0
Resort Hotel,48.0
Resort Hotel,44.0
Resort Hotel,41.0
Resort Hotel,45.0
Resort Hotel,68.5
Resort Hotel,77.0
Resort Hotel,35.0
Resort Hotel,45.0
Resort Hotel,54.9
Resort Hotel,29.11
Resort Hotel,29.11
Resort Hotel,88.0
Resort Hotel,50.0
Resort Hotel,121.4
Resort Hotel,119.4
Resort Hotel,54.97
Resort Hotel,43.0
Resort Hotel,137.7
Resort Hotel,94.29
Resort Hotel,82.29
Resort Hotel,107.08
Resort Hotel,137.7
Resort Hotel,82.29
Resort Hotel,94.29
Resort Hotel,75.0
Resort Hotel,141.57
Resort Hotel,141.0
Resort Hotel,64.0
Resort Hotel,44.0
Resort Hotel,74.0
Resort Hotel,71.0
Resort Hotel,44.97
Resort Hotel,67.75
Resort Hotel,44.0
Resort Hotel,44.0
Resort Hotel,42.0
Resort Hotel,59.0
Resort Hotel,72.6
Resort Hotel,66.6
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,98.64
Resort Hotel,55.8
Resort Hotel,55.8
Resort Hotel,55.8
Resort Hotel,54.0
Resort Hotel,44.0
Resort Hotel,29.0
Resort Hotel,29.0
Resort Hotel,44.0
Resort Hotel,47.5
Resort Hotel,97.88
Resort Hotel,54.0
Resort Hotel,54.0
Resort Hotel,54.0
Resort Hotel,44.0
Resort Hotel,72.0
Resort Hotel,58.0
Resort Hotel,68.0
Resort Hotel,74.0
Resort Hotel,68.0
Resort Hotel,64.0
Resort Hotel,40.0
Resort Hotel,48.0
Resort Hotel,58.0
Resort Hotel,39.33
Resort Hotel,43.0
Resort Hotel,43.0
Resort Hotel,37.45
Resort Hotel,53.0
Resort Hotel,44.0
Resort Hotel,55.8
Resort Hotel,58.0
Resort Hotel,37.8
Resort Hotel,40.4
Resort Hotel,40.4
Resort Hotel,108.3
Resort Hotel,39.0
Resort Hotel,37.8
Resort Hotel,68.25
Resort Hotel,76.25
Resort Hotel,68.0
Resort Hotel,48.0
Resort Hotel,48.0
Resort Hotel,93.0
Resort Hotel,93.0
Resort Hotel,44.0
Resort Hotel,43.0
Resort Hotel,44.0
Resort Hotel,42.0
Resort Hotel,59.66
Resort Hotel,64.0
Resort Hotel,34.0
Resort Hotel,74.0
Resort Hotel,52.66
Resort Hotel,87.3
Resort Hotel,64.0
Resort Hotel,43.0
Resort Hotel,48.0
Resort Hotel,50.85
Resort Hotel,74.0
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,75.0
Resort Hotel,68.4
Resort Hotel,44.0
Resort Hotel,44.0
Resort Hotel,63.14
Resort Hotel,50.0
Resort Hotel,102.0
Resort Hotel,215.25
Resort Hotel,88.53
Resort Hotel,48.0
Resort Hotel,54.0
Resort Hotel,54.0
Resort Hotel,55.0
Resort Hotel,64.0
Resort Hotel,64.0
Resort Hotel,64.21
Resort Hotel,38.57
Resort Hotel,50.4
Resort Hotel,37.8
Resort Hotel,44.0
Resort Hotel,108.86
Resort Hotel,48.0
Resort Hotel,68.0
Resort Hotel,47.57
Resort Hotel,52.4
Resort Hotel,78.23
Resort Hotel,44.0
Resort Hotel,39.0
Resort Hotel,70.8
Resort Hotel,70.8
Resort Hotel,44.0
Resort Hotel,47.98
Resort Hotel,55.0
Resort Hotel,44.0
Resort Hotel,58.0
Resort Hotel,136.0
Resort Hotel,68.0
Resort Hotel,42.0
Resort Hotel,37.0
Resort Hotel,74.0
Resort Hotel,44.0
Resort Hotel,95.0
Resort Hotel,50.43
Resort Hotel,48.0
Resort Hotel,44.0
Resort Hotel,136.0
Resort Hotel,78.0
Resort Hotel,44.0
Resort Hotel,48.0
Resort Hotel,66.4
Resort Hotel,80.4
Resort Hotel,66.4
Resort Hotel,47.0
Resort Hotel,47.0
Resort Hotel,44.0
Resort Hotel,62.0
Resort Hotel,48.0
Resort Hotel,69.0
Resort Hotel,48.0
Resort Hotel,37.94
Resort Hotel,69.0
Resort Hotel,33.94
Resort Hotel,44.0
Resort Hotel,100.0
Resort Hotel,48.0
Resort Hotel,51.0
Resort Hotel,93.0
Resort Hotel,64.0
Resort Hotel,44.0
Resort Hotel,62.0
Resort Hotel,39.6
Resort Hotel,42.0
Resort Hotel,89.0
Resort Hotel,37.8
Resort Hotel,37.8
Resort Hotel,43.0
Resort Hotel,44.0
Resort Hotel,34.0
Resort Hotel,34.0
Resort Hotel,105.0
Resort Hotel,130.5
Resort Hotel,37.44
Resort Hotel,91.75
Resort Hotel,47.54
Resort Hotel,44.0
Resort Hotel,44.0
Resort Hotel,52.0
Resort Hotel,43.0
Resort Hotel,34.44
Resort Hotel,30.99
Resort Hotel,48.0
Resort Hotel,30.0
Resort Hotel,34.0
Resort Hotel,51.6
Resort Hotel,68.0
Resort Hotel,30.0
Resort Hotel,42.0
Resort Hotel,34.4
Resort Hotel,40.24
Resort Hotel,50.95
Resort Hotel,48.0
Resort Hotel,38.0
Resort Hotel,65.84
Resort Hotel,90.6
Resort Hotel,65.84
Resort Hotel,59.08
Resort Hotel,39.76
Resort Hotel,38.4
Resort Hotel,42.0
Resort Hotel,35.0
Resort Hotel,43.0
Resort Hotel,48.0
Resort Hotel,55.0
Resort Hotel,78.0
Resort Hotel,68.0
Resort Hotel,43.5
Resort Hotel,48.6
Resort Hotel,60.0
Resort Hotel,43.0
Resort Hotel,78.0
Resort Hotel,54.0
Resort Hotel,34.0
Resort Hotel,44.0
Resort Hotel,66.6
Resort Hotel,40.81
Resort Hotel,44.0
Resort Hotel,43.0
Resort Hotel,43.0
Resort Hotel,48.0
Resort Hotel,68.0
Resort Hotel,43.0
Resort Hotel,30.0
Resort Hotel,30.0
Resort Hotel,30.0
Resort Hotel,30.0
Resort Hotel,30.0
Resort Hotel,30.0
Resort Hotel,44.0
Resort Hotel,68.0
Resort Hotel,43.0
Resort Hotel,66.0
Resort Hotel,35.11
Resort Hotel,48.0
Resort Hotel,47.0
Resort Hotel,47.0
Resort Hotel,64.0
Resort Hotel,64.0
Resort Hotel,80.14
Resort Hotel,39.0
Resort Hotel,43.0
Resort Hotel,39.0
Resort Hotel,45.0
Resort Hotel,43.0
Resort Hotel,43.0
Resort Hotel,43.0
Resort Hotel,68.0
Resort Hotel,70.0
Resort Hotel,115.0
Resort Hotel,66.0
Resort Hotel,75.0
Resort Hotel,35.0
Resort Hotel,44.0
Resort Hotel,39.0
Resort Hotel,39.0
Resort Hotel,35.11
Resort Hotel,44.0
Resort Hotel,34.0
Resort Hotel,34.0
Resort Hotel,34.0
Resort Hotel,48.0
Resort Hotel,34.0
Resort Hotel,34.0
Resort Hotel,34.0
Resort Hotel,34.0
Resort Hotel,44.0
Resort Hotel,34.0
Resort Hotel,44.0
Resort Hotel,51.4
Resort Hotel,34.0
Resort Hotel,65.0
Resort Hotel,42.0
Resort Hotel,34.0
Resort Hotel,30.0
Resort Hotel,86.0
Resort Hotel,47.0
Resort Hotel,50.0
Resort Hotel,70.64
Resort Hotel,34.0
Resort Hotel,34.4
Resort Hotel,38.4
Resort Hotel,34.0
Resort Hotel,44.64
Resort Hotel,38.4
Resort Hotel,40.0
Resort Hotel,67.82
Resort Hotel,82.0
Resort Hotel,48.0
Resort Hotel,44.41
Resort Hotel,48.0
Resort Hotel,48.0
Resort Hotel,37.0
Resort Hotel,37.0
Resort Hotel,55.8
Resort Hotel,44.0
Resort Hotel,48.0
Resort Hotel,35.95
Resort Hotel,37.0
Resort Hotel,46.64
Resort Hotel,48.0
Resort Hotel,38.4
Resort Hotel,43.0
Resort Hotel,50.0
Resort Hotel,67.0
Resort Hotel,53.06
Resort Hotel,53.06
Resort Hotel,48.0
Resort Hotel,68.0
Resort Hotel,68.0
Resort Hotel,44.0
Resort Hotel,45.0
Resort Hotel,68.0
Resort Hotel,68.0
Resort Hotel,68.0
Resort Hotel,68.0
Resort Hotel,68.0
Resort Hotel,68.0
Resort Hotel,68.0
Resort Hotel,100.0
Resort Hotel,68.0
Resort Hotel,100.0
Resort Hotel,100.0
Resort Hotel,100.0
Resort Hotel,100.0
Resort Hotel,100.0
Resort Hotel,100.0
Resort Hotel,100.0
Resort Hotel,100.0
Resort Hotel,100.0
Resort Hotel,68.0
Resort Hotel,68.0
Resort Hotel,44.0
Resort Hotel,56.0
Resort Hotel,44.0
Resort Hotel,96.0
Resort Hotel,38.04
Resort Hotel,36.04
Resort Hotel,56.21
Resort Hotel,59.71
Resort Hotel,44.0
Resort Hotel,53.4
Resort Hotel,48.0
Resort Hotel,92.25
Resort Hotel,44.8
Resort Hotel,44.0
Resort Hotel,44.0
Resort Hotel,55.0
Resort Hotel,44.0
Resort Hotel,44.0
Resort Hotel,68.0
Resort Hotel,48.0
Resort Hotel,58.0
Resort Hotel,44.0
Resort Hotel,55.0
Resort Hotel,75.0
Resort Hotel,31.45
Resort Hotel,39.0
Resort Hotel,48.0
Resort Hotel,37.8
Resort Hotel,65.0
Resort Hotel,69.0
Resort Hotel,114.0
Resort Hotel,34.0
Resort Hotel,43.0
Resort Hotel,43.0
Resort Hotel,37.0
Resort Hotel,34.0
Resort Hotel,79.33
Resort Hotel,76.5
Resort Hotel,42.0
Resort Hotel,37.8
Resort Hotel,58.0
Resort Hotel,42.0
Resort Hotel,58.0
Resort Hotel,76.0
Resort Hotel,75.0
Resort Hotel,83.0
Resort Hotel,90.0
Resort Hotel,100.0
Resort Hotel,105.0
Resort Hotel,70.0
Resort Hotel,37.8
Resort Hotel,47.8
Resort Hotel,68.0
Resort Hotel,69.0
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,51.89
Resort Hotel,43.8
Resort Hotel,35.0
Resort Hotel,69.33
Resort Hotel,45.8
Resort Hotel,37.8
Resort Hotel,35.0
Resort Hotel,49.9
Resort Hotel,42.0
Resort Hotel,42.0
Resort Hotel,117.6
Resort Hotel,72.5
Resort Hotel,68.0
Resort Hotel,45.0
Resort Hotel,55.0
Resort Hotel,68.0
Resort Hotel,55.0
Resort Hotel,36.0
Resort Hotel,88.0
Resort Hotel,55.0
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,60.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,44.0
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,48.75
Resort Hotel,48.75
Resort Hotel,65.0
Resort Hotel,65.0
Resort Hotel,54.4
Resort Hotel,55.0
Resort Hotel,37.0
Resort Hotel,67.0
Resort Hotel,42.0
Resort Hotel,44.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,57.0
Resort Hotel,30.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,52.0
Resort Hotel,67.0
Resort Hotel,71.0
Resort Hotel,75.0
Resort Hotel,52.0
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,52.0
Resort Hotel,52.0
Resort Hotel,55.0
Resort Hotel,49.7
Resort Hotel,55.0
Resort Hotel,27.5
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,58.0
Resort Hotel,62.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,47.25
Resort Hotel,45.0
Resort Hotel,60.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,60.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,27.5
Resort Hotel,27.5
Resort Hotel,55.0
Resort Hotel,27.5
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,62.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,57.33
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,55.0
Resort Hotel,66.0
Resort Hotel,39.0
Resort Hotel,47.76
Resort Hotel,40.32
Resort Hotel,43.0
Resort Hotel,30.0
Resort Hotel,35.0
Resort Hotel,30.0
Resort Hotel,64.0
Resort Hotel,64.0
Resort Hotel,30.0
Resort Hotel,30.0
Resort Hotel,30.0
Resort Hotel,60.0
Resort Hotel,43.0
Resort Hotel,62.0
Resort Hotel,34.82
Resort Hotel,82.0
Resort Hotel,88.86
Resort Hotel,100.5
Resort Hotel,48.0
Resort Hotel,48.0
Resort Hotel,77.0
Resort Hotel,48.0
Resort Hotel,48.0
Resort Hotel,48.0
Resort Hotel,48.0
Resort Hotel,44.66
Resort Hotel,45.0
Resort Hotel,44.11
Resort Hotel,75.0
Resort Hotel,60.0
Resort Hotel,60.0
Resort Hotel,53.4
Resort Hotel,45.0
Resort Hotel,43.0
Resort Hotel,62.4
Resort Hotel,62.4
Resort Hotel,49.1
Resort Hotel,88.9
Resort Hotel,94.0
Resort Hotel,43.0
Resort Hotel,43.0
Resort Hotel,30.0
Resort Hotel,40.0
Resort Hotel,45.0
Resort Hotel,48.0
Resort Hotel,80.0
Resort Hotel,43.0
Resort Hotel,43.0
Resort Hotel,43.0
Resort Hotel,90.0
Resort Hotel,48.0
Resort Hotel,48.0
Resort Hotel,55.0
Resort Hotel,96.0
Resort Hotel,55.0
Resort Hotel,45.0
Resort Hotel,65.0
Resort Hotel,65.0
Resort Hotel,55.0
Resort Hotel,88.4
Resort Hotel,42.0
Resort Hotel,45.0
Resort Hotel,67.0
Resort Hotel,82.0
Resort Hotel,48.0
Resort Hotel,48.0
Resort Hotel,34.0
Resort Hotel,49.1
Resort Hotel,49.1
Resort Hotel,77.0
Resort Hotel,100.0
Resort Hotel,54.0
Resort Hotel,84.0
Resort Hotel,57.8
Resort Hotel,81.76
Resort Hotel,55.6
Resort Hotel,34.0
Resort Hotel,57.6
Resort Hotel,60.0
Resort Hotel,89.0
Resort Hotel,94.0
Resort Hotel,89.0
Resort Hotel,48.0
Resort Hotel,107.0
Resort Hotel,48.0
Resort Hotel,48.0
Resort Hotel,57.8
Resort Hotel,68.0
Resort Hotel,42.43
Resort Hotel,82.0
Resort Hotel,82.0
Resort Hotel,75.6
Resort Hotel,37.8
Resort Hotel,48.0
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,40.0
Resort Hotel,76.0
Resort Hotel,37.0
Resort Hotel,57.06
Resort Hotel,35.0
Resort Hotel,43.0
Resort Hotel,44.0
Resort Hotel,42.0
Resort Hotel,52.0
Resort Hotel,50.96
Resort Hotel,55.0
Resort Hotel,65.0
Resort Hotel,35.0
Resort Hotel,40.0
Resort Hotel,43.0
Resort Hotel,38.5
Resort Hotel,30.0
Resort Hotel,45.0
Resort Hotel,48.0
Resort Hotel,58.0
Resort Hotel,60.0
Resort Hotel,76.0
Resort Hotel,88.0
Resort Hotel,39.0
Resort Hotel,44.0
Resort Hotel,70.0
Resort Hotel,30.0
Resort Hotel,75.0
Resort Hotel,45.0
Resort Hotel,38.5
Resort Hotel,82.0
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,48.0
Resort Hotel,55.0
Resort Hotel,43.0
Resort Hotel,51.9
Resort Hotel,69.0
Resort Hotel,34.0
Resort Hotel,4.0
Resort Hotel,37.8
Resort Hotel,92.0
Resort Hotel,44.0
Resort Hotel,45.0
Resort Hotel,39.6
Resort Hotel,33.26
Resort Hotel,48.0
Resort Hotel,43.0
Resort Hotel,43.0
Resort Hotel,43.0
Resort Hotel,40.0
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,54.0
Resort Hotel,38.0
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,75.34
Resort Hotel,70.0
Resort Hotel,88.0
Resort Hotel,48.0
Resort Hotel,66.0
Resort Hotel,60.0
Resort Hotel,66.0
Resort Hotel,59.5
Resort Hotel,69.99
Resort Hotel,48.0
Resort Hotel,149.0
Resort Hotel,43.0
Resort Hotel,45.29
Resort Hotel,45.67
Resort Hotel,66.0
Resort Hotel,68.0
Resort Hotel,68.0
Resort Hotel,67.87
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,65.0
Resort Hotel,121.5
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,135.0
Resort Hotel,40.0
Resort Hotel,40.0
Resort Hotel,63.9
Resort Hotel,48.0
Resort Hotel,65.0
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,45.0
Resort Hotel,45.0
Resort Hotel,48.0
Resort Hotel,48.0
Resort Hotel,55.0
Resort Hotel,45.0
Resort Hotel,34.0
Resort Hotel,48.0
Resort Hotel,55.0
Resort Hotel,48.0
Resort Hotel,70.0
Resort Hotel,65.0
Resort Hotel,47.4
Resort Hotel,35.6
Resort Hotel,45.0
Resort Hotel,53.0
Resort Hotel,33.6
Resort Hotel,34.4
Resort Hotel,48.0
Resort Hotel,76.0
Resort Hotel,42.11
Resort Hotel,48.0
Resort Hotel,57.74
Resort Hotel,48.0
Resort Hotel,68.92
Resort Hotel,40.5
Resort Hotel,34.0
Resort Hotel,58.0
Resort Hotel,30.0
Resort Hotel,73.0
Resort Hotel,79.67
Resort Hotel,72.0
Resort Hotel,108.0
Resort Hotel,31.45
Resort Hotel,76.0
Resort Hotel,45.0
Resort Hotel,45.82
Resort Hotel,35.11
Resort Hotel,49.9
Resort Hotel,48.0
Resort Hotel,48.0
Resort Hotel,48.0
Resort Hotel,66.8
Resort Hotel,55.0
Resort Hotel,70.0
Resort Hotel,78.0
Resort Hotel,41.0
Resort Hotel,55.0
Resort Hotel,48.0
Resort Hotel,53.33
Resort Hotel,55.0
Resort Hotel,56.0
Resort Hotel,64.0
Resort Hotel,95.0
Resort Hotel,36.0
Resort Hotel,55.0
Resort Hotel,36.96
Resort Hotel,32.0
Resort Hotel,110.0
Resort Hotel,66.8
Resort Hotel,66.8
Resort Hotel,105.0
Resort Hotel,44.0
Resort Hotel,37.8
Resort Hotel,72.0
Resort Hotel,110.0
Resort Hotel,51.0
Resort Hotel,42.0
Resort Hotel,141.0
Resort Hotel,78.0
Resort Hotel,35.11
Resort Hotel,88.0
Resort Hotel,66.8
Resort Hotel,72.0
Resort Hotel,70.0
Resort Hotel,53.33
Resort Hotel,43.4
Resort Hotel,41.4
Resort Hotel,78.0
Resort Hotel,64.75
Resort Hotel,36.0
Resort Hotel,48.0
Resort Hotel,45.0
Resort Hotel,36.0
Resort Hotel,36.0
Resort Hotel,88.0
Resort Hotel,53.0
Resort Hotel,45.0
Resort Hotel,36.0
Resort Hotel,48.0
Resort Hotel,45.0
Resort Hotel,48.0
Resort Hotel,45.0
Resort Hotel,34.0
Resort Hotel,48.0
Resort Hotel,45.0
Resort Hotel,53.0
Resort Hotel,41.0
Resort Hotel,48.0
Resort Hotel,78.0
Resort Hotel,29.11
Resort Hotel,45.0
Resort Hotel,55.0
Resort Hotel,97.0
Resort Hotel,48.0
Resort Hotel,76.0
Resort Hotel,68.0
Resort Hotel,51.0
Resort Hotel,36.0
Resort Hotel,36.0
Resort Hotel,106.5
Resort Hotel,85.0
Resort Hotel,60.0
Resort Hotel,75.0
Resort Hotel,55.4
Resort Hotel,91.76
Resort Hotel,35.11
Resort Hotel,65.0
Resort Hotel,35.0
Resort Hotel,48.0
Resort Hotel,40.0
Resort Hotel,35.0
Resort Hotel,31.45
Resort Hotel,31.45
Resort Hotel,30.0
Resort Hotel,40.0
Resort Hotel,35.0
Resort Hotel,99.0
Resort Hotel,92.0
Resort Hotel,44.0
Resort Hotel,35.0
Resort Hotel,95.67
Resort Hotel,67.0
Resort Hotel,92.0
Resort Hotel,92.0
Resort Hotel,71.0
Resort Hotel,40.0
Resort Hotel,48.0
Resort Hotel,48.0
Resort Hotel,43.0
Resort Hotel,43.71
Resort Hotel,68.0
Resort Hotel,43.0
Resort Hotel,43.0
Resort Hotel,42.11
Resort Hotel,72.0
Resort Hotel,31.45
Resort Hotel,35.11
Resort Hotel,35.11
Resort Hotel,35.11
Resort Hotel,43.0
Resort Hotel,43.0
Resort Hotel,54.56
Resort Hotel,52.56
Resort Hotel,95.33
Resort Hotel,52.67
Resort Hotel,45.0
Resort Hotel,93.0
Resort Hotel,57.0
Resort Hotel,48.0
Resort Hotel,93.0
Resort Hotel,57.0
Resort Hotel,48.0
Resort Hotel,35.11
Resort Hotel,35.11
Resort Hotel,35.11
Resort Hotel,45.0
Resort Hotel,58.0
Resort Hotel,47.0
Resort Hotel,58.0
Resort Hotel,45.0
Resort Hotel,88.67
Resort Hotel,70.33
Resort Hotel,45.0
Resort Hotel,58.0
Resort Hotel,31.45
Resort Hotel,37.8
Resort Hotel,72.0
Resort Hotel,29.0
Resort Hotel,55.0
Resort Hotel,38.5
Resort Hotel,27.0
Resort Hotel,68.0
Resort Hotel,40.0
Resort Hotel,40.0
Resort Hotel,31.45
Resort Hotel,30.0
Resort Hotel,55.8
Resort Hotel,42.5
Resort Hotel,34.0
Resort Hotel,94.0
Resort Hotel,30.0
Resort Hotel,55.0
Resort Hotel,53.0
Resort Hotel,68.0
Resort Hotel,93.0
Resort Hotel,35.11
Resort Hotel,50.0
Resort Hotel,47.67
Resort Hotel,42.0
Resort Hotel,55.0
Resort Hotel,34.4
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,40.0
Resort Hotel,35.0
Resort Hotel,40.0
Resort Hotel,48.0
Resort Hotel,37.8
Resort Hotel,58.0
Resort Hotel,52.0
Resort Hotel,60.0
Resort Hotel,34.4
Resort Hotel,55.8
Resort Hotel,68.0
Resort Hotel,43.0
Resort Hotel,69.0
Resort Hotel,29.0
Resort Hotel,57.4
Resort Hotel,48.0
Resort Hotel,43.0
Resort Hotel,42.0
Resort Hotel,35.33
Resort Hotel,68.0
Resort Hotel,43.0
Resort Hotel,43.0
Resort Hotel,43.0
Resort Hotel,58.8
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,35.0
Resort Hotel,68.0
Resort Hotel,48.0
Resort Hotel,35.0
Resort Hotel,75.0
Resort Hotel,35.0
Resort Hotel,75.0
Resort Hotel,35.0
Resort Hotel,40.11
Resort Hotel,72.0
Resort Hotel,72.0
Resort Hotel,92.0
Resort Hotel,52.0
Resort Hotel,35.0
Resort Hotel,48.0
Resort Hotel,50.0
Resort Hotel,48.0
Resort Hotel,48.0
Resort Hotel,50.0
Resort Hotel,35.0
Resort Hotel,75.0
Resort Hotel,147.33
Resort Hotel,35.0
Resort Hotel,56.0
Resort Hotel,36.0
Resort Hotel,48.0
Resort Hotel,54.0
Resort Hotel,45.5
Resort Hotel,48.0
Resort Hotel,48.0
Resort Hotel,36.96
Resort Hotel,43.0
Resort Hotel,40.0
Resort Hotel,35.11
Resort Hotel,55.8
Resort Hotel,40.0
Resort Hotel,40.0
Resort Hotel,35.0
Resort Hotel,45.0
Resort Hotel,34.0
Resort Hotel,43.0
Resort Hotel,55.8
Resort Hotel,34.0
Resort Hotel,55.0
Resort Hotel,55.8
Resort Hotel,87.0
Resort Hotel,40.5
Resort Hotel,59.0
Resort Hotel,43.0
Resort Hotel,55.0
Resort Hotel,43.0
Resort Hotel,34.0
Resort Hotel,43.0
Resort Hotel,43.2
Resort Hotel,70.0
Resort Hotel,35.0
Resort Hotel,45.0
Resort Hotel,145.0
Resort Hotel,35.0
Resort Hotel,45.0
Resort Hotel,52.0
Resort Hotel,52.0
Resort Hotel,31.21
Resort Hotel,56.21
Resort Hotel,29.6
Resort Hotel,35.0
Resort Hotel,48.0
Resort Hotel,54.35
Resort Hotel,42.0
Resort Hotel,42.0
Resort Hotel,37.0
Resort Hotel,48.0
Resort Hotel,56.0
Resort Hotel,48.0
Resort Hotel,29.0
Resort Hotel,47.72
Resort Hotel,45.0
Resort Hotel,87.0
Resort Hotel,80.0
Resort Hotel,55.0
Resort Hotel,48.0
Resort Hotel,48.0
Resort Hotel,48.0
Resort Hotel,40.5
Resort Hotel,43.0
Resort Hotel,50.0
Resort Hotel,128.74
Resort Hotel,48.0
Resort Hotel,55.0
Resort Hotel,58.5
Resort Hotel,43.0
Resort Hotel,43.0
Resort Hotel,43.0
Resort Hotel,43.12
Resort Hotel,48.0
Resort Hotel,63.0
Resort Hotel,93.0
Resort Hotel,65.0
Resort Hotel,48.0
Resort Hotel,88.0
Resort Hotel,78.0
Resort Hotel,47.5
Resort Hotel,88.0
Resort Hotel,44.64
Resort Hotel,48.0
Resort Hotel,88.0
Resort Hotel,56.0
Resort Hotel,75.6
Resort Hotel,40.5
Resort Hotel,103.0
Resort Hotel,80.0
Resort Hotel,44.71
Resort Hotel,42.0
Resort Hotel,57.0
Resort Hotel,83.76
Resort Hotel,100.0
Resort Hotel,48.0
