hotel,tipo,adr
Resort Hotel,work+rest,54.5
Resort Hotel,work+rest,86.0
Resort Hotel,weekend,8.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,8.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,70.0
Resort Hotel,weekend,79.2
Resort Hotel,work+rest,113.19
Resort Hotel,work+rest,152.0
Resort Hotel,work+rest,46.4
Resort Hotel,work+rest,73.0
Resort Hotel,work+rest,46.75
Resort Hotel,rest,54.0
Resort Hotel,rest,41.4
Resort Hotel,weekend,49.0
Resort Hotel,weekend,58.0
Resort Hotel,weekend,49.0
Resort Hotel,weekend,63.0
Resort Hotel,weekend,58.0
Resort Hotel,work+rest,87.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,54.5
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,87.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,54.5
Resort Hotel,work+rest,54.5
Resort Hotel,work+rest,87.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,87.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,56.5
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,54.5
Resort Hotel,work+rest,54.5
Resort Hotel,work+rest,54.5
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,54.5
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,52.2
Resort Hotel,work+rest,73.0
Resort Hotel,work+rest,75.0
Resort Hotel,work+rest,79.0
Resort Hotel,work+rest,52.2
Resort Hotel,work+rest,46.98
Resort Hotel,work+rest,44.45
Resort Hotel,rest,140.0
Resort Hotel,rest,46.75
Resort Hotel,rest,79.2
Resort Hotel,rest,101.7
Resort Hotel,rest,74.76
Resort Hotel,rest,46.75
Resort Hotel,rest,85.0
Resort Hotel,rest,46.98
Resort Hotel,rest,48.08
Resort Hotel,rest,46.98
Resort Hotel,rest,46.98
Resort Hotel,rest,46.98
Resort Hotel,work+rest,41.75
Resort Hotel,work,46.0
Resort Hotel,work,46.0
Resort Hotel,work,46.0
Resort Hotel,work,46.0
Resort Hotel,work,46.0
Resort Hotel,work,46.0
Resort Hotel,work,46.0
Resort Hotel,work,46.0
Resort Hotel,work,46.0
Resort Hotel,work,46.0
Resort Hotel,work,75.0
Resort Hotel,work+rest,46.4
Resort Hotel,work+rest,37.4
Resort Hotel,work+rest,37.4
Resort Hotel,work+rest,79.2
Resort Hotel,work+rest,52.2
Resort Hotel,work+rest,118.0
Resort Hotel,work+rest,79.2
Resort Hotel,rest,5.25
Resort Hotel,rest,63.36
Resort Hotel,work,72.0
Resort Hotel,work,55.0
Resort Hotel,work,55.0
Resort Hotel,work+rest,96.0
Resort Hotel,work+rest,46.98
Resort Hotel,work+rest,65.0
Resort Hotel,work+rest,58.0
Resort Hotel,work+rest,58.0
Resort Hotel,work,55.0
Resort Hotel,work,55.0
Resort Hotel,work,55.0
Resort Hotel,work,55.0
Resort Hotel,work,55.0
Resort Hotel,work,55.0
Resort Hotel,work,55.0
Resort Hotel,work,55.0
Resort Hotel,work,55.0
Resort Hotel,work,55.0
Resort Hotel,work,55.0
Resort Hotel,work,55.0
Resort Hotel,work,55.0
Resort Hotel,work,67.2
Resort Hotel,work,55.0
Resort Hotel,work,55.0
Resort Hotel,work,55.0
Resort Hotel,work,72.0
Resort Hotel,work,55.0
Resort Hotel,work,55.0
Resort Hotel,rest,79.2
Resort Hotel,work,105.0
Resort Hotel,work,82.0
Resort Hotel,work+rest,110.25
Resort Hotel,work+rest,58.0
Resort Hotel,work+rest,39.83
Resort Hotel,work+rest,49.0
Resort Hotel,work+rest,101.7
Resort Hotel,work+rest,39.83
Resort Hotel,rest,41.33
Resort Hotel,rest,125.5
Resort Hotel,rest,88.0
Resort Hotel,rest,58.95
Resort Hotel,rest,63.0
Resort Hotel,rest,60.3
Resort Hotel,rest,60.3
Resort Hotel,rest,63.0
Resort Hotel,work,86.0
Resort Hotel,work,17.5
Resort Hotel,work,74.7
Resort Hotel,work,105.0
Resort Hotel,work,89.0
Resort Hotel,rest,50.02
Resort Hotel,rest,84.96
Resort Hotel,rest,118.0
Resort Hotel,rest,57.11
Resort Hotel,rest,82.03
Resort Hotel,work,89.0
Resort Hotel,work,89.0
Resort Hotel,work,80.0
Resort Hotel,work,80.0
Resort Hotel,work+rest,135.6
Resort Hotel,work+rest,41.4
Resort Hotel,work+rest,89.3
Resort Hotel,work+rest,75.33
Resort Hotel,work+rest,103.0
Resort Hotel,work+rest,88.0
Resort Hotel,work+rest,88.0
Resort Hotel,work+rest,62.83
Resort Hotel,work+rest,135.0
Resort Hotel,work+rest,65.0
Resort Hotel,work+rest,52.2
Resort Hotel,work+rest,129.29
Resort Hotel,work+rest,46.98
Resort Hotel,rest,66.0
Resort Hotel,rest,76.76
Resort Hotel,rest,113.57
Resort Hotel,work+rest,74.76
Resort Hotel,weekend,113.0
Resort Hotel,weekend,72.0
Resort Hotel,work+rest,52.2
Resort Hotel,work+rest,52.2
Resort Hotel,rest,50.88
Resort Hotel,rest,72.0
Resort Hotel,weekend,90.0
Resort Hotel,work+rest,105.0
Resort Hotel,work+rest,80.0
Resort Hotel,work+rest,73.0
Resort Hotel,work+rest,58.0
Resort Hotel,work+rest,85.2
Resort Hotel,work+rest,90.0
Resort Hotel,work+rest,66.0
Resort Hotel,rest,63.92
Resort Hotel,rest,107.0
Resort Hotel,rest,34.85
Resort Hotel,work+rest,79.3
Resort Hotel,work+rest,63.36
Resort Hotel,work,77.0
Resort Hotel,work,75.0
Resort Hotel,work,48.72
Resort Hotel,work,65.7
Resort Hotel,work,118.0
Resort Hotel,work,52.98
Resort Hotel,work,68.0
Resort Hotel,work,67.6
Resort Hotel,work+rest,67.67
Resort Hotel,work+rest,67.67
Resort Hotel,work+rest,66.0
Resort Hotel,work+rest,66.0
Resort Hotel,work+rest,45.0
Resort Hotel,work+rest,66.0
Resort Hotel,work+rest,66.0
Resort Hotel,work+rest,66.0
Resort Hotel,work+rest,66.0
Resort Hotel,work+rest,60.0
Resort Hotel,work+rest,69.0
Resort Hotel,work+rest,66.0
Resort Hotel,work+rest,66.0
Resort Hotel,work,66.0
Resort Hotel,work,66.0
Resort Hotel,work+rest,70.29
Resort Hotel,work+rest,71.14
Resort Hotel,rest,66.75
Resort Hotel,rest,66.0
Resort Hotel,rest,53.87
Resort Hotel,rest,52.2
Resort Hotel,rest,60.0
Resort Hotel,rest,55.68
Resort Hotel,rest,79.13
Resort Hotel,rest,79.13
Resort Hotel,work,80.85
Resort Hotel,work,105.0
Resort Hotel,work,109.75
Resort Hotel,work,78.56
Resort Hotel,work,105.0
Resort Hotel,work,105.0
Resort Hotel,work,101.7
Resort Hotel,work,46.0
Resort Hotel,work,66.0
Resort Hotel,work,66.0
Resort Hotel,work+rest,65.0
Resort Hotel,work+rest,52.0
Resort Hotel,work+rest,130.4
Resort Hotel,work+rest,66.0
Resort Hotel,work+rest,66.0
Resort Hotel,work+rest,46.0
Resort Hotel,work+rest,109.4
Resort Hotel,work+rest,52.2
Resort Hotel,work+rest,65.0
Resort Hotel,work+rest,40.0
Resort Hotel,work,26.0
Resort Hotel,work+rest,53.87
Resort Hotel,rest,71.96
Resort Hotel,work,46.98
Resort Hotel,work,66.0
Resort Hotel,work,175.0
Resort Hotel,work,60.0
Resort Hotel,work,64.0
Resort Hotel,work,60.0
Resort Hotel,work,96.0
Resort Hotel,work,72.0
Resort Hotel,work,60.0
Resort Hotel,work,60.0
Resort Hotel,work,59.0
Resort Hotel,work,58.0
Resort Hotel,work,101.0
Resort Hotel,work,65.7
Resort Hotel,work,60.0
Resort Hotel,work,66.0
Resort Hotel,work,64.0
Resort Hotel,work+rest,62.0
Resort Hotel,work+rest,66.0
Resort Hotel,work+rest,72.0
Resort Hotel,work+rest,66.0
Resort Hotel,work+rest,66.0
Resort Hotel,work+rest,60.0
Resort Hotel,work+rest,66.0
Resort Hotel,work+rest,68.0
Resort Hotel,work+rest,60.0
Resort Hotel,work+rest,60.0
Resort Hotel,work+rest,66.0
Resort Hotel,work+rest,66.0
Resort Hotel,work+rest,60.0
Resort Hotel,work+rest,60.0
Resort Hotel,work+rest,46.0
Resort Hotel,work+rest,60.0
Resort Hotel,work+rest,60.0
Resort Hotel,work+rest,72.0
Resort Hotel,work+rest,46.5
Resort Hotel,work+rest,80.0
Resort Hotel,work+rest,65.7
Resort Hotel,work+rest,6.0
Resort Hotel,work,60.0
Resort Hotel,work,60.0
Resort Hotel,work,60.0
Resort Hotel,work,60.0
Resort Hotel,work+rest,115.0
Resort Hotel,work+rest,43.78
Resort Hotel,work+rest,87.46
Resort Hotel,work+rest,87.46
Resort Hotel,work,139.0
Resort Hotel,work,100.55
Resort Hotel,work,58.0
Resort Hotel,work,58.0
Resort Hotel,work,58.0
Resort Hotel,work,58.0
Resort Hotel,work,58.0
Resort Hotel,work,73.0
Resort Hotel,work,58.0
Resort Hotel,work,58.0
Resort Hotel,work,46.98
Resort Hotel,work,58.0
Resort Hotel,work,58.0
Resort Hotel,work,58.0
Resort Hotel,work,58.0
Resort Hotel,work,58.0
Resort Hotel,work,60.0
Resort Hotel,work,57.8
Resort Hotel,work,58.0
Resort Hotel,work,100.55
Resort Hotel,work,58.0
Resort Hotel,work+rest,139.0
Resort Hotel,work+rest,62.2
Resort Hotel,work,145.0
Resort Hotel,work+rest,59.28
Resort Hotel,work+rest,62.48
Resort Hotel,work+rest,57.28
Resort Hotel,work+rest,57.28
Resort Hotel,work+rest,62.48
Resort Hotel,work,60.0
Resort Hotel,work+rest,42.5
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,83.16
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,54.5
Resort Hotel,work+rest,54.5
Resort Hotel,work+rest,54.5
Resort Hotel,work+rest,54.5
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,54.5
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,54.5
Resort Hotel,work+rest,54.5
Resort Hotel,work+rest,87.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,46.93
Resort Hotel,work+rest,59.3
Resort Hotel,work+rest,59.24
Resort Hotel,work+rest,59.3
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,85.0
Resort Hotel,work+rest,59.3
Resort Hotel,work+rest,55.0
Resort Hotel,work+rest,66.63
Resort Hotel,work+rest,76.86
Resort Hotel,work+rest,66.63
Resort Hotel,work+rest,55.0
Resort Hotel,work+rest,128.28
Resort Hotel,rest,82.83
Resort Hotel,rest,79.84
Resort Hotel,weekend,99.0
Resort Hotel,work+rest,94.5
Resort Hotel,work+rest,94.5
Resort Hotel,work+rest,65.2
Resort Hotel,work+rest,105.81
Resort Hotel,work+rest,52.58
Resort Hotel,work+rest,105.81
Resort Hotel,rest,79.2
Resort Hotel,work+rest,89.67
Resort Hotel,work+rest,65.0
Resort Hotel,work+rest,136.2
Resort Hotel,work+rest,57.0
Resort Hotel,work+rest,71.2
Resort Hotel,work+rest,79.26
Resort Hotel,work+rest,66.34
Resort Hotel,work+rest,73.71
Resort Hotel,work+rest,66.34
Resort Hotel,work+rest,68.06
Resort Hotel,work+rest,116.43
Resort Hotel,work+rest,116.43
Resort Hotel,work+rest,66.34
Resort Hotel,rest,95.95
Resort Hotel,rest,56.72
Resort Hotel,rest,58.95
Resort Hotel,work,77.0
Resort Hotel,work,105.8
Resort Hotel,work,95.04
Resort Hotel,work+rest,83.0
Resort Hotel,work+rest,48.71
Resort Hotel,work+rest,80.0
Resort Hotel,work+rest,131.5
Resort Hotel,work+rest,67.79
Resort Hotel,work+rest,87.49
Resort Hotel,work+rest,80.0
Resort Hotel,work+rest,80.0
Resort Hotel,work+rest,123.71
Resort Hotel,work+rest,46.75
Resort Hotel,work+rest,57.34
Resort Hotel,work+rest,72.9
Resort Hotel,work+rest,80.0
Resort Hotel,rest,116.11
Resort Hotel,work+rest,162.71
Resort Hotel,work+rest,80.0
Resort Hotel,rest,64.9
Resort Hotel,rest,64.9
Resort Hotel,rest,88.5
Resort Hotel,work,57.0
Resort Hotel,work,78.0
Resort Hotel,work,57.0
Resort Hotel,work,110.0
Resort Hotel,work,110.0
Resort Hotel,work,110.0
Resort Hotel,work,110.0
Resort Hotel,work,110.0
Resort Hotel,work,90.0
Resort Hotel,work,99.0
Resort Hotel,work,165.0
Resort Hotel,work,110.0
Resort Hotel,work,110.0
Resort Hotel,work,90.0
Resort Hotel,work,110.0
Resort Hotel,work,110.0
Resort Hotel,work,110.0
Resort Hotel,work,110.0
Resort Hotel,work,110.0
Resort Hotel,work,85.5
Resort Hotel,work+rest,148.0
Resort Hotel,work+rest,64.0
Resort Hotel,work+rest,64.9
Resort Hotel,rest,58.1
Resort Hotel,rest,80.0
Resort Hotel,rest,114.0
Resort Hotel,rest,72.0
Resort Hotel,work,72.0
Resort Hotel,work,145.0
Resort Hotel,work,171.0
Resort Hotel,work+rest,72.0
Resort Hotel,work+rest,148.0
Resort Hotel,rest,137.89
Resort Hotel,rest,82.0
Resort Hotel,rest,81.0
Resort Hotel,work,70.11
Resort Hotel,work,169.0
Resort Hotel,work,119.0
Resort Hotel,work+rest,97.3
Resort Hotel,work+rest,97.3
Resort Hotel,work+rest,97.3
Resort Hotel,work+rest,97.3
Resort Hotel,work+rest,97.3
Resort Hotel,work+rest,99.0
Resort Hotel,work+rest,97.3
Resort Hotel,work+rest,97.3
Resort Hotel,work+rest,97.3
Resort Hotel,work+rest,97.5
Resort Hotel,work+rest,109.5
Resort Hotel,work+rest,116.0
Resort Hotel,work+rest,97.3
Resort Hotel,work+rest,77.85
Resort Hotel,work+rest,125.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,72.0
Resort Hotel,work+rest,99.0
Resort Hotel,work+rest,118.71
Resort Hotel,work+rest,80.0
Resort Hotel,rest,59.0
Resort Hotel,rest,92.7
Resort Hotel,rest,60.9
Resort Hotel,rest,90.9
Resort Hotel,work+rest,77.84
Resort Hotel,rest,53.55
Resort Hotel,rest,72.98
Resort Hotel,work+rest,100.8
Resort Hotel,work+rest,64.8
Resort Hotel,work+rest,64.8
Resort Hotel,work+rest,105.0
Resort Hotel,work+rest,122.14
Resort Hotel,work+rest,95.0
Resort Hotel,work+rest,138.71
Resort Hotel,work+rest,75.34
Resort Hotel,work+rest,148.71
Resort Hotel,work+rest,116.0
Resort Hotel,work+rest,99.0
Resort Hotel,rest,72.0
Resort Hotel,rest,64.9
Resort Hotel,rest,51.85
Resort Hotel,rest,79.84
Resort Hotel,weekend,109.0
Resort Hotel,weekend,169.0
Resort Hotel,work+rest,169.0
Resort Hotel,work+rest,123.0
Resort Hotel,work+rest,113.0
Resort Hotel,work+rest,80.0
Resort Hotel,work+rest,80.0
Resort Hotel,work+rest,102.43
Resort Hotel,work+rest,140.0
Resort Hotel,work+rest,140.0
Resort Hotel,package,85.5
Resort Hotel,rest,87.0
Resort Hotel,rest,121.5
Resort Hotel,weekend,65.0
Resort Hotel,weekend,65.0
Resort Hotel,weekend,65.0
Resort Hotel,work+rest,116.0
Resort Hotel,work+rest,109.0
Resort Hotel,work+rest,99.0
Resort Hotel,work+rest,116.1
Resort Hotel,work+rest,117.0
Resort Hotel,work+rest,99.0
Resort Hotel,work+rest,95.73
Resort Hotel,work+rest,99.9
Resort Hotel,work+rest,129.9
Resort Hotel,rest,145.0
Resort Hotel,rest,78.5
Resort Hotel,rest,50.88
Resort Hotel,work,109.0
Resort Hotel,work,115.67
Resort Hotel,work,115.67
Resort Hotel,work,119.0
Resort Hotel,work,129.0
Resort Hotel,work+rest,94.86
Resort Hotel,work+rest,94.86
Resort Hotel,work+rest,85.5
Resort Hotel,work+rest,118.86
Resort Hotel,work+rest,85.5
Resort Hotel,work+rest,109.86
Resort Hotel,work+rest,78.5
Resort Hotel,rest,119.0
Resort Hotel,rest,102.3
Resort Hotel,rest,85.5
Resort Hotel,rest,87.5
Resort Hotel,work,122.33
Resort Hotel,work,122.33
Resort Hotel,work,110.0
Resort Hotel,work,55.44
Resort Hotel,work,116.0
Resort Hotel,work+rest,125.6
Resort Hotel,work+rest,137.67
Resort Hotel,work,93.0
Resort Hotel,work+rest,72.0
Resort Hotel,rest,56.52
Resort Hotel,work,119.0
Resort Hotel,work,63.9
Resort Hotel,work+rest,63.9
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,120.3
Resort Hotel,work+rest,129.0
Resort Hotel,work+rest,141.0
Resort Hotel,work+rest,105.56
Resort Hotel,work,141.0
Resort Hotel,work,60.35
Resort Hotel,work,151.0
Resort Hotel,work,72.0
Resort Hotel,work+rest,99.0
Resort Hotel,work+rest,64.8
Resort Hotel,work+rest,95.4
Resort Hotel,work+rest,161.0
Resort Hotel,work+rest,129.0
Resort Hotel,work+rest,129.0
Resort Hotel,work+rest,72.0
Resort Hotel,work+rest,108.0
Resort Hotel,work+rest,194.0
Resort Hotel,work+rest,99.0
Resort Hotel,rest,53.85
Resort Hotel,work+rest,64.8
Resort Hotel,work+rest,64.8
Resort Hotel,work+rest,64.8
Resort Hotel,work+rest,120.0
Resort Hotel,work+rest,194.0
Resort Hotel,work+rest,131.67
Resort Hotel,work+rest,81.0
Resort Hotel,work+rest,54.9
Resort Hotel,work+rest,99.0
Resort Hotel,work+rest,81.0
Resort Hotel,rest,129.0
Resort Hotel,rest,106.0
Resort Hotel,rest,72.0
Resort Hotel,work+rest,113.0
Resort Hotel,rest,72.0
Resort Hotel,rest,77.85
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,110.0
Resort Hotel,weekend,129.0
Resort Hotel,weekend,58.0
Resort Hotel,weekend,164.0
Resort Hotel,weekend,189.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,189.0
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,108.9
Resort Hotel,work+rest,194.0
Resort Hotel,work+rest,171.0
Resort Hotel,work+rest,193.0
Resort Hotel,package,62.48
Resort Hotel,package,114.75
Resort Hotel,weekend,107.1
Resort Hotel,work+rest,121.0
Resort Hotel,work+rest,99.0
Resort Hotel,work+rest,136.0
Resort Hotel,work+rest,129.0
Resort Hotel,work+rest,116.0
Resort Hotel,work+rest,103.05
Resort Hotel,work+rest,120.0
Resort Hotel,work+rest,72.0
Resort Hotel,work+rest,135.0
Resort Hotel,work+rest,232.0
Resort Hotel,work+rest,129.0
Resort Hotel,work+rest,129.0
Resort Hotel,work+rest,106.0
Resort Hotel,work+rest,72.0
Resort Hotel,work+rest,65.83
Resort Hotel,work+rest,53.12
Resort Hotel,work+rest,53.12
Resort Hotel,work+rest,57.6
Resort Hotel,work+rest,67.54
Resort Hotel,work+rest,99.0
Resort Hotel,work+rest,51.85
Resort Hotel,work+rest,99.0
Resort Hotel,rest,72.0
Resort Hotel,work,121.0
Resort Hotel,work,72.0
Resort Hotel,work,161.0
Resort Hotel,work,112.0
Resort Hotel,work,201.5
Resort Hotel,work+rest,89.1
Resort Hotel,work+rest,57.6
Resort Hotel,work+rest,138.47
Resort Hotel,rest,48.88
Resort Hotel,rest,88.9
Resort Hotel,work,81.0
Resort Hotel,work,81.0
Resort Hotel,work+rest,57.15
Resort Hotel,work+rest,64.8
Resort Hotel,work+rest,59.31
Resort Hotel,work+rest,55.44
Resort Hotel,rest,72.0
Resort Hotel,rest,102.35
Resort Hotel,work+rest,176.0
Resort Hotel,work+rest,176.0
Resort Hotel,work,129.0
Resort Hotel,work+rest,194.0
Resort Hotel,work+rest,194.0
Resort Hotel,work+rest,99.0
Resort Hotel,work+rest,69.71
Resort Hotel,work+rest,99.0
Resort Hotel,work+rest,96.43
Resort Hotel,work+rest,129.0
Resort Hotel,work+rest,98.6
Resort Hotel,work,57.0
Resort Hotel,work,161.0
Resort Hotel,work,161.0
Resort Hotel,work,57.0
Resort Hotel,work,129.0
Resort Hotel,work,179.0
Resort Hotel,work+rest,176.0
Resort Hotel,work+rest,161.0
Resort Hotel,work+rest,113.0
Resort Hotel,work+rest,129.0
Resort Hotel,work+rest,99.64
Resort Hotel,work+rest,183.5
Resort Hotel,work+rest,147.0
Resort Hotel,work+rest,135.0
Resort Hotel,work+rest,77.64
Resort Hotel,work+rest,121.5
Resort Hotel,work+rest,77.64
Resort Hotel,rest,72.0
Resort Hotel,rest,72.0
Resort Hotel,rest,59.6
Resort Hotel,rest,121.5
Resort Hotel,work,161.0
Resort Hotel,work,141.0
Resort Hotel,work,103.2
Resort Hotel,work,159.0
Resort Hotel,work+rest,128.8
Resort Hotel,work+rest,116.0
Resort Hotel,work+rest,194.0
Resort Hotel,work+rest,136.0
Resort Hotel,work+rest,99.0
Resort Hotel,work+rest,121.5
Resort Hotel,work+rest,78.5
Resort Hotel,work+rest,110.0
Resort Hotel,work+rest,99.0
Resort Hotel,work+rest,75.65
Resort Hotel,work+rest,57.6
Resort Hotel,work+rest,135.0
Resort Hotel,rest,85.5
Resort Hotel,rest,99.0
Resort Hotel,rest,85.5
Resort Hotel,rest,85.0
Resort Hotel,rest,85.0
Resort Hotel,rest,145.0
Resort Hotel,rest,65.75
Resort Hotel,work+rest,189.19
Resort Hotel,work+rest,122.33
Resort Hotel,work+rest,60.35
Resort Hotel,work+rest,60.35
Resort Hotel,work+rest,72.0
Resort Hotel,work+rest,136.0
Resort Hotel,package,115.75
Resort Hotel,package,103.75
Resort Hotel,package,103.75
Resort Hotel,package,103.75
Resort Hotel,rest,150.57
Resort Hotel,weekend,100.0
Resort Hotel,weekend,84.0
Resort Hotel,work+rest,85.5
Resort Hotel,work+rest,85.5
Resort Hotel,work+rest,72.0
Resort Hotel,work+rest,72.0
Resort Hotel,work+rest,72.0
Resort Hotel,work+rest,85.5
Resort Hotel,work+rest,156.75
Resort Hotel,work+rest,85.5
Resort Hotel,work+rest,72.0
Resort Hotel,work+rest,85.5
Resort Hotel,work+rest,85.5
Resort Hotel,work+rest,72.0
Resort Hotel,work+rest,72.0
Resort Hotel,work+rest,62.9
Resort Hotel,work+rest,62.9
Resort Hotel,work+rest,79.84
Resort Hotel,package,99.0
Resort Hotel,rest,68.0
Resort Hotel,work,64.8
Resort Hotel,work,72.0
Resort Hotel,work,72.0
Resort Hotel,work,72.0
Resort Hotel,work,72.0
Resort Hotel,work,72.0
Resort Hotel,work,67.5
Resort Hotel,work,64.8
Resort Hotel,work+rest,72.0
Resort Hotel,work+rest,85.5
Resort Hotel,work+rest,136.0
Resort Hotel,work+rest,100.3
Resort Hotel,work+rest,54.72
Resort Hotel,work+rest,108.17
Resort Hotel,work+rest,57.6
Resort Hotel,rest,135.0
Resort Hotel,rest,141.67
Resort Hotel,work+rest,106.0
Resort Hotel,rest,92.36
Resort Hotel,work,92.0
Resort Hotel,work,92.0
Resort Hotel,work,92.0
Resort Hotel,work,92.0
Resort Hotel,work,92.0
Resort Hotel,work,92.0
Resort Hotel,work,92.0
Resort Hotel,work,92.0
Resort Hotel,work,92.0
Resort Hotel,work,92.0
Resort Hotel,work,92.0
Resort Hotel,work,92.0
Resort Hotel,work,92.0
Resort Hotel,work,92.0
Resort Hotel,work,92.0
Resort Hotel,work,92.0
Resort Hotel,work,92.0
Resort Hotel,work,92.0
Resort Hotel,work,76.0
Resort Hotel,work,92.0
Resort Hotel,work,169.0
Resort Hotel,work,92.0
Resort Hotel,work,92.0
Resort Hotel,work,92.0
Resort Hotel,work,76.0
Resort Hotel,work,92.0
Resort Hotel,work,92.0
Resort Hotel,work,57.51
Resort Hotel,work,8.0
Resort Hotel,work,57.51
Resort Hotel,work+rest,57.51
Resort Hotel,work+rest,57.51
Resort Hotel,work,171.0
Resort Hotel,work,79.0
Resort Hotel,work+rest,121.0
Resort Hotel,rest,76.5
Resort Hotel,work,194.0
Resort Hotel,work+rest,72.0
Resort Hotel,work+rest,72.0
Resort Hotel,work+rest,85.5
Resort Hotel,work+rest,106.0
Resort Hotel,work+rest,73.5
Resort Hotel,work+rest,56.72
Resort Hotel,rest,94.0
Resort Hotel,work,174.0
Resort Hotel,work,179.0
Resort Hotel,work,194.0
Resort Hotel,work+rest,99.0
Resort Hotel,work+rest,53.84
Resort Hotel,work+rest,121.5
Resort Hotel,rest,70.0
Resort Hotel,rest,76.5
Resort Hotel,rest,85.3
Resort Hotel,rest,90.0
Resort Hotel,work,72.0
Resort Hotel,work,72.0
Resort Hotel,work,179.0
Resort Hotel,work,72.0
Resort Hotel,work,129.0
Resort Hotel,work+rest,120.0
Resort Hotel,work+rest,169.0
Resort Hotel,work+rest,118.0
Resort Hotel,work+rest,145.0
Resort Hotel,work+rest,214.0
Resort Hotel,work+rest,191.43
Resort Hotel,work+rest,100.29
Resort Hotel,work+rest,141.01
Resort Hotel,work+rest,118.15
Resort Hotel,rest,196.5
Resort Hotel,rest,88.5
Resort Hotel,rest,126.64
Resort Hotel,rest,150.71
Resort Hotel,weekend,120.0
Resort Hotel,work+rest,116.0
Resort Hotel,work+rest,116.0
Resort Hotel,work+rest,107.0
Resort Hotel,work+rest,123.33
Resort Hotel,work+rest,123.33
Resort Hotel,work+rest,220.0
Resort Hotel,work+rest,145.25
Resort Hotel,work+rest,74.57
Resort Hotel,work+rest,143.57
Resort Hotel,package,145.88
Resort Hotel,package,145.88
Resort Hotel,work+rest,155.57
Resort Hotel,rest,85.3
Resort Hotel,weekend,8.0
